Image_ID,Penultimate_Output,GT_Value
03140__00731.jpg,"[array([[0.7434943 , 0.92543226, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00096.jpg,"[array([[0.31707847, 0.8832234 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00350.jpg,"[array([[0.46829435, 2.3912585 , 0.        , 0.8409823 ]], dtype=float32)]","[array([[-0.43658823, -4.3909593 ]], dtype=float32)]"
03140__00381.jpg,"[array([[0.74999124, 1.7567989 , 0.        , 0.6679503 ]], dtype=float32)]","[array([[ 0.11944913, -5.3423624 ]], dtype=float32)]"
03140__00426.jpg,"[array([[1.1228455 , 0.74030954, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00047.jpg,"[array([[0.77957094, 0.32870308, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03140__00669.jpg,"[array([[0.48817042, 2.862572  , 0.        , 0.9956916 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03140__00208.jpg,"[array([[0.9790928, 1.252786 , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00502.jpg,"[array([[0.10257459, 1.7681054 , 0.        , 0.67603534]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00163.jpg,"[array([[0.48066297, 2.708544  , 0.        , 1.0145726 ]], dtype=float32)]","[array([[ 1.7219461, -8.011247 ]], dtype=float32)]"
03140__00615.jpg,"[array([[1.4241236 , 0.11205887, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03140__00274.jpg,"[array([[0.5591711, 1.1177225, 0.       , 0.       ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00505.jpg,"[array([[0.34356362, 1.8016351 , 0.        , 0.8117682 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
