Image_ID,Penultimate_Output,GT_Value
01326__00808.jpg,"[array([[0.5805118, 2.214816 , 0.       , 1.0111303]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01326__00192.jpg,"[array([[0.97996986, 1.7179626 , 0.        , 1.0736917 ]], dtype=float32)]","[array([[-0.37773487, -7.348909  ]], dtype=float32)]"
01326__00635.jpg,"[array([[1.0606822, 2.0640464, 0.       , 0.9341671]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
01326__00254.jpg,"[array([[1.6177691, 1.3206104, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.1766007, -5.9298944]], dtype=float32)]"
01326__00522.jpg,"[array([[0.50537276, 2.064168  , 0.        , 1.0748203 ]], dtype=float32)]","[array([[-0.37773487, -7.348909  ]], dtype=float32)]"
01326__00285.jpg,"[array([[0.7537952, 1.9994028, 0.       , 1.056069 ]], dtype=float32)]","[array([[ 0.5656391, -8.091167 ]], dtype=float32)]"
01326__00143.jpg,"[array([[0.75234574, 1.1625981 , 0.        , 0.29754484]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01326__00406.jpg,"[array([[0.70734686, 3.1391294 , 0.        , 0.787153  ]], dtype=float32)]","[array([[ -0.5758834, -10.536893 ]], dtype=float32)]"
01326__00067.jpg,"[array([[1.3649404, 1.1663768, 0.       , 0.6254832]], dtype=float32)]","[array([[ 1.7148993, -4.6958933]], dtype=float32)]"
01326__00711.jpg,"[array([[0.5198575, 1.4899367, 0.       , 1.0823836]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01326__00370.jpg,"[array([[0.29050824, 1.1113769 , 0.        , 0.921332  ]], dtype=float32)]","[array([[-0.7277223, -5.9635344]], dtype=float32)]"
01326__00649.jpg,"[array([[1.3798536, 2.275209 , 0.       , 0.9348124]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
01326__00228.jpg,"[array([[1.5759727 , 1.2266824 , 0.        , 0.28914806]], dtype=float32)]","[array([[ 1.3815773, -5.3264384]], dtype=float32)]"
01326__00698.jpg,"[array([[1.9312865, 3.6283677, 0.       , 0.8895821]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01326__00401.jpg,"[array([[0.8462495, 1.023418 , 0.       , 0.       ]], dtype=float32)]","[array([[ -0.5758834, -10.536893 ]], dtype=float32)]"
01326__00873.jpg,"[array([[1.3161825 , 3.3459086 , 0.        , 0.77206904]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01326__00060.jpg,"[array([[1.5584998, 1.2460307, 0.       , 0.7426219]], dtype=float32)]","[array([[ 1.6839163, -4.8267436]], dtype=float32)]"
01326__00716.jpg,"[array([[0.79298615, 1.5147808 , 0.        , 0.9524088 ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01326__00588.jpg,"[array([[1.6791241, 0.7093789, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01326__00559.jpg,"[array([[0.969217  , 0.63777524, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01326__00138.jpg,"[array([[1.0365809, 1.5026876, 0.       , 0.9078069]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01326__00632.jpg,"[array([[0.41318762, 1.3014417 , 0.        , 0.29304236]], dtype=float32)]","[array([[ -0.5758834, -10.536893 ]], dtype=float32)]"
01326__00195.jpg,"[array([[1.1182747, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
01326__00253.jpg,"[array([[1.3981421 , 1.3583696 , 0.        , 0.35217008]], dtype=float32)]","[array([[ 3.1766007, -5.9298944]], dtype=float32)]"
01326__00282.jpg,"[array([[0.87123734, 1.6299592 , 0.        , 1.0005338 ]], dtype=float32)]","[array([[ 0.5656391, -8.091167 ]], dtype=float32)]"
