Image_ID,Penultimate_Output,GT_Value
03183__00349.jpg,"[array([[0.31071338, 1.3343285 , 0.        , 0.6422374 ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03183__00728.jpg,"[array([[0.9223336, 0.9142851, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00398.jpg,"[array([[0.91675293, 3.0363412 , 0.        , 1.0609475 ]], dtype=float32)]","[array([[ 1.7686625, -8.732562 ]], dtype=float32)]"
03183__00106.jpg,"[array([[1.0479975 , 2.2472947 , 0.        , 0.93595666]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00567.jpg,"[array([[0.47377455, 1.9624522 , 0.        , 1.0123438 ]], dtype=float32)]","[array([[-0.04250681, -5.9372773 ]], dtype=float32)]"
03183__00211.jpg,"[array([[1.4117365 , 1.4934003 , 0.        , 0.34603852]], dtype=float32)]","[array([[ 0.8953586, -1.9161259]], dtype=float32)]"
03183__00670.jpg,"[array([[0.20916496, 2.9646475 , 0.        , 1.1215274 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03183__00335.jpg,"[array([[0.52850044, 1.2279269 , 0.        , 0.25192147]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
03183__00492.jpg,"[array([[0.42805463, 1.4711828 , 0.        , 0.5801973 ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00754.jpg,"[array([[0.8537684 , 1.9243195 , 0.        , 0.89523816]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03183__00785.jpg,"[array([[0.        , 0.71608275, 0.        , 0.42437953]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03183__00022.jpg,"[array([[0.5301025 , 3.2523015 , 0.        , 0.90433544]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00831.jpg,"[array([[0.59348255, 1.4788271 , 0.        , 0.69521075]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
