Image_ID,Penultimate_Output,GT_Value
02833__00308.jpg,"[array([[0.0633563 , 0.07189356, 0.        , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00631.jpg,"[array([[0.2724325 , 0.64893043, 0.        , 0.        ]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00196.jpg,"[array([[0.8099649, 2.468129 , 0.       , 0.8386578]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00250.jpg,"[array([[0.       , 1.2868619, 0.       , 1.3107297]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00281.jpg,"[array([[0.75513405, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00526.jpg,"[array([[1.382093 , 0.7268222, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00147.jpg,"[array([[0.58148485, 0.23505597, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00402.jpg,"[array([[0.3163498, 1.0296426, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00063.jpg,"[array([[0.        , 0.17378496, 0.        , 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00715.jpg,"[array([[0.2660448 , 0.19439387, 0.        , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00374.jpg,"[array([[0.7738117 , 0.66015226, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00405.jpg,"[array([[0.38498855, 0.96734786, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00064.jpg,"[array([[0.        , 0.00855131, 0.        , 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00712.jpg,"[array([[0.20525235, 0.26972216, 0.        , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00373.jpg,"[array([[1.4413764 , 0.56692725, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00479.jpg,"[array([[1.3009378 , 0.12665896, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00018.jpg,"[array([[0.9017006, 1.539657 , 0.       , 1.0490476]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00191.jpg,"[array([[0.7687936, 1.8751526, 0.       , 1.0277867]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00636.jpg,"[array([[0.       , 1.3666617, 0.       , 0.6333723]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00257.jpg,"[array([[0.41432717, 2.154936  , 0.        , 1.0624683 ]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00521.jpg,"[array([[0.84372634, 1.1947664 , 0.        , 0.86017644]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00644.jpg,"[array([[0.       , 2.0215507, 0.       , 1.0567582]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00582.jpg,"[array([[0.        , 0.82360244, 0.        , 0.12162426]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00553.jpg,"[array([[0.7489968, 0.3376143, 0.       , 0.       ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00695.jpg,"[array([[0.19200598, 0.8581327 , 0.        , 0.5503816 ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
02833__00132.jpg,"[array([[0.4083519, 1.2940032, 0.       , 0.6452333]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00805.jpg,"[array([[0.29212022, 1.2490996 , 0.        , 0.63809407]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00477.jpg,"[array([[0.7523933, 1.5729012, 0.       , 0.4190667]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00016.jpg,"[array([[0.5996594, 1.1208717, 0.       , 1.2242465]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00760.jpg,"[array([[0.5336789 , 0.91690683, 0.        , 0.        ]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00301.jpg,"[array([[0.14027101, 1.287379  , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
02833__00638.jpg,"[array([[0.        , 0.37547117, 0.        , 0.        ]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00259.jpg,"[array([[0.01702197, 2.275786  , 0.        , 1.2561615 ]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00470.jpg,"[array([[0.50930107, 0.5833765 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00802.jpg,"[array([[0.5229029, 1.6307188, 0.       , 1.2398827]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00011.jpg,"[array([[0.3206346 , 0.60731316, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00767.jpg,"[array([[0.672531  , 1.2514987 , 0.        , 0.71316874]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00306.jpg,"[array([[0.        , 0.31928936, 0.        , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00198.jpg,"[array([[0.58911234, 2.366434  , 0.        , 1.0096136 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00528.jpg,"[array([[0.93907166, 0.32370764, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00149.jpg,"[array([[0.29137805, 0.59982026, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00643.jpg,"[array([[0.18572326, 2.8904116 , 0.        , 0.9949299 ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00585.jpg,"[array([[1.3232304, 1.0554857, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00222.jpg,"[array([[0.46604094, 1.7210186 , 0.        , 0.9403515 ]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00554.jpg,"[array([[0.53102654, 0.49831587, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00135.jpg,"[array([[0.37368315, 1.2949102 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00692.jpg,"[array([[0.22838701, 1.2908038 , 0.        , 0.8366936 ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
02833__00494.jpg,"[array([[1.6402408, 1.5888108, 0.       , 0.7363825]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00333.jpg,"[array([[0.80232894, 1.9840204 , 0.        , 1.0878928 ]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00752.jpg,"[array([[0.93730706, 1.6193655 , 0.        , 0.47734985]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00024.jpg,"[array([[0.7643394, 1.7515731, 0.       , 0.9967393]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00445.jpg,"[array([[0.7771025 , 0.74341565, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00837.jpg,"[array([[1.2983338 , 0.28676787, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00089.jpg,"[array([[1.2559899, 0.9831989, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00058.jpg,"[array([[0.        , 0.49522343, 0.        , 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00439.jpg,"[array([[0.86389095, 0.9868135 , 0.        , 0.6331029 ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00100.jpg,"[array([[0.80188596, 0.01218477, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
02833__00561.jpg,"[array([[0.       , 0.5987192, 0.       , 0.       ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00217.jpg,"[array([[0.0140412, 1.2887859, 0.       , 0.498154 ]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00676.jpg,"[array([[0.88077235, 1.2065877 , 0.        , 0.72924435]], dtype=float32)]","[array([[ 0.877316 , -3.8744707]], dtype=float32)]"
02833__00348.jpg,"[array([[0.34948552, 3.2835128 , 0.        , 1.0072356 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
02833__00729.jpg,"[array([[0.839499  , 3.2713618 , 0.        , 0.86938906]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00399.jpg,"[array([[1.360336  , 2.1346428 , 0.        , 0.62780905]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00107.jpg,"[array([[1.2024521 , 0.30259693, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
02833__00566.jpg,"[array([[0., 0., 0., 0.]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00210.jpg,"[array([[1.0308948, 0.754805 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00671.jpg,"[array([[0.11922998, 0.8139887 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00334.jpg,"[array([[0.45174325, 1.5365702 , 0.        , 1.1772131 ]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00493.jpg,"[array([[1.2582932 , 1.0666025 , 0.        , 0.99721456]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00755.jpg,"[array([[0.53445894, 1.4945027 , 0.        , 0.831315  ]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00023.jpg,"[array([[0.87577313, 1.9324136 , 0.        , 0.95679873]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00830.jpg,"[array([[0.26778358, 1.8147116 , 0.        , 1.0098524 ]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00442.jpg,"[array([[0.8248263 , 0.34722024, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00346.jpg,"[array([[0.444738 , 3.0571148, 0.       , 1.0333698]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
02833__00080.jpg,"[array([[0.18781944, 3.241762  , 0.        , 1.0106093 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00727.jpg,"[array([[0.5637846, 3.09999  , 0.       , 0.897011 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00051.jpg,"[array([[0.9932007 , 0.13252038, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00842.jpg,"[array([[1.1391134 , 0.48507255, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00430.jpg,"[array([[0.5257192, 2.4809117, 0.       , 1.0074098]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00397.jpg,"[array([[0.7215165 , 0.37490043, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00109.jpg,"[array([[0.9278506 , 0.12684701, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
02833__00568.jpg,"[array([[0.5803895 , 0.58745044, 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00175.jpg,"[array([[0.9495762, 2.7069983, 0.       , 1.0211561]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00514.jpg,"[array([[0.324546 , 0.4258311, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00262.jpg,"[array([[0.       , 1.9989059, 0.       , 1.3317072]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00603.jpg,"[array([[0.02334519, 1.7937394 , 0.        , 0.94525707]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00839.jpg,"[array([[1.1092031, 0.6400022, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00172.jpg,"[array([[1.18386  , 2.7776015, 0.       , 0.9368651]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00513.jpg,"[array([[0.00813472, 0.15133959, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00265.jpg,"[array([[0.6653814, 1.2826709, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00604.jpg,"[array([[0.07701644, 1.2259783 , 0.        , 0.56931424]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00341.jpg,"[array([[0.       , 1.9718249, 0.       , 1.2538153]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
02833__00720.jpg,"[array([[1.3644443, 2.9068599, 0.       , 0.7608109]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00087.jpg,"[array([[0.5834812 , 0.15716547, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00056.jpg,"[array([[0.42014906, 0.4289643 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00390.jpg,"[array([[0.27075765, 1.0463243 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00437.jpg,"[array([[0.8225607 , 0.83094704, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00219.jpg,"[array([[0.04706133, 1.7448115 , 0.        , 1.1382775 ]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00274.jpg,"[array([[0.683697 , 1.0893811, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00615.jpg,"[array([[0.5538256, 0.7010775, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
02833__00163.jpg,"[array([[0.22445267, 0.52877975, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00502.jpg,"[array([[1.1293399 , 0.79189855, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00828.jpg,"[array([[0.65019816, 2.0342505 , 0.        , 0.93044245]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00208.jpg,"[array([[0.5294639 , 0.21346198, 0.        , 0.        ]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00669.jpg,"[array([[0.        , 0.58506554, 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00047.jpg,"[array([[0.6481567 , 0.00682695, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00426.jpg,"[array([[0.27508453, 1.7095124 , 0.        , 1.1772919 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00381.jpg,"[array([[0.        , 1.1626639 , 0.        , 0.61199266]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00350.jpg,"[array([[0.5490493 , 1.1420398 , 0.        , 0.38179806]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00096.jpg,"[array([[1.0255321, 0.3010071, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00731.jpg,"[array([[0.22200654, 2.2848918 , 0.        , 1.1446753 ]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00118.jpg,"[array([[1.2274219, 2.8159502, 0.       , 0.7781319]], dtype=float32)]","[array([[ 1.3259481, -6.09043  ]], dtype=float32)]"
02833__00579.jpg,"[array([[0.        , 0.89191616, 0.        , 0.77414155]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00040.jpg,"[array([[0.       , 0.5194816, 0.       , 0.       ]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00386.jpg,"[array([[0.       , 1.4677819, 0.       , 0.9489223]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00421.jpg,"[array([[0.5471549, 3.0205607, 0.       , 0.9596121]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00357.jpg,"[array([[1.1778226, 0.9460595, 0.       , 0.3647099]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00736.jpg,"[array([[0.33136284, 2.3418825 , 0.        , 0.99644387]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00091.jpg,"[array([[1.3715708 , 0.35418063, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00273.jpg,"[array([[0.40303892, 1.5349908 , 0.        , 0.6565132 ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00612.jpg,"[array([[0.5646921, 1.6010125, 0.       , 0.6264143]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
02833__00164.jpg,"[array([[0.16418429, 0.5773262 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00505.jpg,"[array([[0.5662862 , 0.64915496, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00660.jpg,"[array([[1.1732742, 1.3794564, 0.       , 0.842325 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00116.jpg,"[array([[0.7852077 , 2.356669  , 0.        , 0.89700955]], dtype=float32)]","[array([[ 1.3259481, -6.09043  ]], dtype=float32)]"
02833__00577.jpg,"[array([[0.20600986, 0.7057492 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
