Image_ID,Penultimate_Output,GT_Value
00382__00733.jpg,"[array([[1.0268735, 2.2896557, 0.       , 0.9648623]], dtype=float32)]","[array([[ 2.306719 , -3.8891697]], dtype=float32)]"
00382__00094.jpg,"[array([[1.068295  , 2.6560893 , 0.        , 0.94334066]], dtype=float32)]","[array([[  3.4080775, -12.275346 ]], dtype=float32)]"
00382__00352.jpg,"[array([[1.0770527, 2.8043122, 0.       , 0.       ]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00887.jpg,"[array([[1.048523 , 2.7543197, 0.       , 0.9206891]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00383.jpg,"[array([[1.2051864, 0.6649259, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00856.jpg,"[array([[1.038546 , 2.2786398, 0.       , 0.9142601]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00424.jpg,"[array([[1.0655236, 2.4042618, 0.       , 0.7952852]], dtype=float32)]","[array([[ 1.1203206, -7.5480914]], dtype=float32)]"
00382__00045.jpg,"[array([[1.0265403 , 2.2031004 , 0.        , 0.95230997]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00489.jpg,"[array([[0.5060657 , 2.320912  , 0.        , 0.86634976]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00458.jpg,"[array([[0.9916825, 1.4015958, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00039.jpg,"[array([[1.0470359, 2.1450448, 0.       , 0.8389731]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00500.jpg,"[array([[0.67071223, 2.4665375 , 0.        , 0.9840709 ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00161.jpg,"[array([[0.42204142, 0.7110162 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00617.jpg,"[array([[0.8941137, 3.6186163, 0.       , 0.5661747]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00276.jpg,"[array([[0.2848452, 2.973177 , 0.       , 1.0083202]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00748.jpg,"[array([[0.20292485, 2.6230173 , 0.        , 0.9993616 ]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00329.jpg,"[array([[0.95942396, 3.9283674 , 0.        , 0.72279894]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00799.jpg,"[array([[0.9361011, 2.0254679, 0.       , 1.0374398]], dtype=float32)]","[array([[ 1.064, -6.942]], dtype=float32)]"
00382__00507.jpg,"[array([[0.9684468, 0.8897629, 0.       , 0.       ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00166.jpg,"[array([[0.79672736, 0.8714304 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00610.jpg,"[array([[0.8034474, 1.8979957, 0.       , 0.8811587]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00271.jpg,"[array([[1.0403147 , 2.3771005 , 0.        , 0.53540826]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00093.jpg,"[array([[1.2200671, 2.535317 , 0.       , 0.9419204]], dtype=float32)]","[array([[  3.4080775, -12.275346 ]], dtype=float32)]"
00382__00734.jpg,"[array([[0.9827602, 1.2239488, 0.       , 1.081424 ]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00355.jpg,"[array([[0.7370427, 2.4818308, 0.       , 0.5553746]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00423.jpg,"[array([[0.7585174, 2.5044982, 0.       , 0.7705076]], dtype=float32)]","[array([[ 1.1203206, -7.5480914]], dtype=float32)]"
00382__00851.jpg,"[array([[1.0930831, 1.8166003, 0.       , 0.9403341]], dtype=float32)]","[array([[ 0.68008596, -5.7091765 ]], dtype=float32)]"
00382__00384.jpg,"[array([[1.4293867, 0.438615 , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00042.jpg,"[array([[1.0003115, 1.7826928, 0.       , 1.0492071]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00909.jpg,"[array([[0.88473225, 2.9976237 , 0.        , 0.85163265]], dtype=float32)]","[array([[-1.6248267, -6.942    ]], dtype=float32)]"
00382__00746.jpg,"[array([[0.34924066, 3.5406141 , 0.        , 0.81748635]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00327.jpg,"[array([[0.47588688, 3.5835996 , 0.        , 0.98856616]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00480.jpg,"[array([[0.7398443, 3.3629885, 0.       , 0.7456858]], dtype=float32)]","[array([[ -1.6248267, -12.290125 ]], dtype=float32)]"
00382__00451.jpg,"[array([[0.6710012 , 3.9662433 , 0.        , 0.72403216]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00823.jpg,"[array([[0.6080128, 0.7477851, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.5698131, -4.4060884]], dtype=float32)]"
00382__00797.jpg,"[array([[1.0193131, 2.283087 , 0.       , 1.0103397]], dtype=float32)]","[array([[ 1.064, -6.942]], dtype=float32)]"
00382__00030.jpg,"[array([[0.99779004, 1.3993096 , 0.        , 1.0393264 ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00509.jpg,"[array([[0.9349121, 1.1195955, 0.       , 1.0321398]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00168.jpg,"[array([[0.987556 , 1.6873124, 0.       , 0.       ]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00575.jpg,"[array([[0.18771207, 3.184293  , 0.        , 1.0941329 ]], dtype=float32)]","[array([[-0.28041333, -9.616062  ]], dtype=float32)]"
00382__00114.jpg,"[array([[0.7948602 , 2.269658  , 0.        , 0.29314637]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00662.jpg,"[array([[1.1556926, 1.588832 , 0.       , 1.0457637]], dtype=float32)]","[array([[ 1.1380166, -8.102226 ]], dtype=float32)]"
00382__00203.jpg,"[array([[1.5775282, 1.0039268, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00889.jpg,"[array([[1.0769677, 3.362981 , 0.       , 0.8509632]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00858.jpg,"[array([[0.793835 , 1.6998671, 0.       , 1.1182449]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00572.jpg,"[array([[0.46893308, 2.7846584 , 0.        , 0.9469019 ]], dtype=float32)]","[array([[-0.28041333, -9.616062  ]], dtype=float32)]"
00382__00900.jpg,"[array([[0.76987827, 2.0598948 , 0.        , 0.93498564]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00113.jpg,"[array([[0.7404767 , 2.5930593 , 0.        , 0.76493526]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00665.jpg,"[array([[1.3254871 , 1.8213387 , 0.        , 0.93037444]], dtype=float32)]","[array([[ 1.1380166, -8.102226 ]], dtype=float32)]"
00382__00204.jpg,"[array([[1.0798104 , 0.45580882, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00741.jpg,"[array([[0.91888905, 3.2131636 , 0.        , 0.64604294]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00487.jpg,"[array([[0.70703834, 1.6707193 , 0.        , 0.49973482]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00320.jpg,"[array([[0.59106785, 3.465335  , 0.        , 0.93011826]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00824.jpg,"[array([[0.30079165, 0.47928718, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.5698131, -4.4060884]], dtype=float32)]"
00382__00456.jpg,"[array([[1.106221  , 1.7323996 , 0.        , 0.95521796]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00037.jpg,"[array([[1.0276232 , 1.8059257 , 0.        , 0.90142244]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00790.jpg,"[array([[1.0531894, 1.4985807, 0.       , 1.145231 ]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00619.jpg,"[array([[0.8345557, 2.8186698, 0.       , 0.7262108]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00278.jpg,"[array([[0.0628327, 3.1957812, 0.       , 1.0719469]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00369.jpg,"[array([[1.1339833, 0.8143271, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.306719 , -3.8891697]], dtype=float32)]"
00382__00708.jpg,"[array([[0.9792078, 1.1401643, 0.       , 1.1687231]], dtype=float32)]","[array([[ 1.064    , -1.5938755]], dtype=float32)]"
00382__00650.jpg,"[array([[1.3408207, 1.5783149, 0.       , 1.2523576]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00126.jpg,"[array([[0.9157858, 1.8127356, 0.       , 0.       ]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00681.jpg,"[array([[1.0806447 , 2.85529   , 0.        , 0.80865234]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00547.jpg,"[array([[1.0723747, 2.595813 , 0.       , 0.7695313]], dtype=float32)]","[array([[ 0.72567743, -8.001776  ]], dtype=float32)]"
00382__00002.jpg,"[array([[1.6463565 , 3.6525064 , 0.        , 0.51965606]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00811.jpg,"[array([[1.0356469, 1.8944447, 0.       , 0.5173918]], dtype=float32)]","[array([[ 2.4084134, -9.616062 ]], dtype=float32)]"
00382__00463.jpg,"[array([[1.0516953, 1.2249985, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00774.jpg,"[array([[0.90428543, 1.3668866 , 0.        , 0.        ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00005.jpg,"[array([[1.6333538, 4.2713394, 0.       , 0.5936273]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
