Image_ID,Penultimate_Output,GT_Value
02240__00644.jpg,"[array([[1.3822737 , 0.58000463, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00582.jpg,"[array([[0.99691105, 2.6243927 , 0.        , 0.90097755]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02240__00225.jpg,"[array([[2.0857372, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.3686502, -2.161914 ]], dtype=float32)]"
02240__00553.jpg,"[array([[1.7096323 , 0.93495744, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00132.jpg,"[array([[0.49154726, 1.0905557 , 0.        , 0.48740113]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00695.jpg,"[array([[1.3499427, 2.227375 , 0.       , 0.3027635]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02240__00879.jpg,"[array([[1.9550049 , 1.046975  , 0.        , 0.47547385]], dtype=float32)]","[array([[ 1.7750372, -4.7103243]], dtype=float32)]"
02240__00638.jpg,"[array([[1.0379126 , 0.14855729, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00259.jpg,"[array([[1.5424886, 3.043476 , 0.       , 0.9589069]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02240__00288.jpg,"[array([[1.5661145, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02240__00805.jpg,"[array([[1.3562024, 0.6505387, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.0334473, -2.5608008]], dtype=float32)]"
02240__00477.jpg,"[array([[1.8820566, 1.8548967, 0.       , 1.1210871]], dtype=float32)]","[array([[ 2.3825927, -7.5005994]], dtype=float32)]"
02240__00016.jpg,"[array([[1.6324515 , 0.69939363, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00760.jpg,"[array([[0.07229394, 0.357579  , 0.        , 0.        ]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00301.jpg,"[array([[0.10303928, 1.282842  , 0.        , 0.62017107]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00198.jpg,"[array([[2.029438  , 1.4574578 , 0.        , 0.54610246]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02240__00528.jpg,"[array([[1.7621949, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02240__00149.jpg,"[array([[0.7058365, 1.8984718, 0.       , 1.1826642]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02240__00470.jpg,"[array([[1.3598344 , 0.57276785, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00802.jpg,"[array([[1.7240839, 1.1084715, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.0334473, -2.5608008]], dtype=float32)]"
02240__00011.jpg,"[array([[0.29961365, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02240__00767.jpg,"[array([[0.46275333, 0.41438672, 0.        , 0.        ]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00306.jpg,"[array([[0.35266152, 0.9297327 , 0.        , 0.41028646]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00643.jpg,"[array([[1.5517962, 0.2124681, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00222.jpg,"[array([[1.7761279, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.3686502, -2.161914 ]], dtype=float32)]"
02240__00585.jpg,"[array([[0.14197692, 2.2968018 , 0.        , 1.1772728 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02240__00554.jpg,"[array([[1.474391  , 0.89433944, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00692.jpg,"[array([[0.8849528, 1.9486841, 0.       , 0.877439 ]], dtype=float32)]","[array([[  0.6517092, -10.24848  ]], dtype=float32)]"
02240__00135.jpg,"[array([[1.450691 , 2.7209928, 0.       , 0.9362925]], dtype=float32)]","[array([[ 2.1240492, -7.8395033]], dtype=float32)]"
02240__00196.jpg,"[array([[1.9152516 , 0.87006193, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02240__00631.jpg,"[array([[1.5015292, 1.8755158, 0.       , 0.8779366]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02240__00250.jpg,"[array([[1.7069787, 2.834913 , 0.       , 1.0505519]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02240__00526.jpg,"[array([[1.9356637 , 0.01512368, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02240__00281.jpg,"[array([[1.453809, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02240__00147.jpg,"[array([[0.5119733, 1.7017044, 0.       , 1.2826322]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02240__00769.jpg,"[array([[0.78469354, 2.4601202 , 0.        , 0.98193455]], dtype=float32)]","[array([[  2.616588, -10.404006]], dtype=float32)]"
