Image_ID,Penultimate_Output,GT_Value
02301__00267.jpg,"[array([[1.1935188, 1.9066833, 0.       , 0.9000014]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02301__00606.jpg,"[array([[1.1905445, 2.882426 , 0.       , 0.8518949]], dtype=float32)]","[array([[ 3.1034286, -7.8467274]], dtype=float32)]"
02301__00170.jpg,"[array([[0.2902674, 1.3547579, 0.       , 1.2144794]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00511.jpg,"[array([[1.3299576, 1.4572759, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.10991 , -4.926039]], dtype=float32)]"
02301__00028.jpg,"[array([[0.571047 , 0.4988457, 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00449.jpg,"[array([[0.36599892, 0.7165275 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.7854868, -2.9301379]], dtype=float32)]"
02301__00498.jpg,"[array([[0.       , 1.435586 , 0.       , 1.0132539]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00054.jpg,"[array([[1.7380143, 0.2646891, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00392.jpg,"[array([[1.1886971 , 0.95312285, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02301__00847.jpg,"[array([[1.5244402, 2.804895 , 0.       , 0.9964653]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02301__00435.jpg,"[array([[1.1460267, 1.3627309, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00343.jpg,"[array([[0.86237353, 0.58735335, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.464489 , -1.9531932]], dtype=float32)]"
02301__00722.jpg,"[array([[0.9962765, 1.3806956, 0.       , 1.0630563]], dtype=float32)]","[array([[ 1.3575537, -3.6346984]], dtype=float32)]"
02301__00085.jpg,"[array([[0.33786055, 0.03825178, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00053.jpg,"[array([[1.7162788, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00432.jpg,"[array([[1.5931512, 1.1285195, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00840.jpg,"[array([[1.5513858, 2.7668505, 0.       , 1.1059254]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00395.jpg,"[array([[1.2912275, 1.6633363, 0.       , 1.0097786]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02301__00344.jpg,"[array([[1.2524207 , 0.51386863, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.464489 , -1.9531932]], dtype=float32)]"
