Image_ID,Penultimate_Output,GT_Value
01877__00355.jpg,"[array([[0.2461042 , 0.31340754, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.52811325, -4.479852  ]], dtype=float32)]"
01877__00093.jpg,"[array([[0.50497943, 1.8778157 , 0.        , 0.9954716 ]], dtype=float32)]","[array([[-0.6767042, -7.9477634]], dtype=float32)]"
01877__00734.jpg,"[array([[0.17882115, 0.72395605, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00042.jpg,"[array([[0.8415643, 1.5405049, 0.       , 0.5945203]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
01877__00423.jpg,"[array([[0.571868, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[-0.44974872, -3.4605515 ]], dtype=float32)]"
01877__00851.jpg,"[array([[0.5442357 , 0.68435687, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
01877__00384.jpg,"[array([[0.1770892, 1.4280102, 0.       , 1.2248743]], dtype=float32)]","[array([[-1.2757035, -9.353824 ]], dtype=float32)]"
01877__00166.jpg,"[array([[0.17582348, 1.007303  , 0.        , 0.78095007]], dtype=float32)]","[array([[-1.8908706, -5.513518 ]], dtype=float32)]"
01877__00507.jpg,"[array([[0.78788817, 1.054224  , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.2226837, -6.6950274]], dtype=float32)]"
01877__00271.jpg,"[array([[0.285323  , 0.74018204, 0.        , 0.03298512]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00610.jpg,"[array([[0.8228717, 1.3377105, 0.       , 0.8210768]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00329.jpg,"[array([[0.2680256, 0.8245009, 0.       , 0.3165123]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00748.jpg,"[array([[0.59463954, 1.7360058 , 0.        , 1.0322472 ]], dtype=float32)]","[array([[ 1.0166132, -8.673448 ]], dtype=float32)]"
01877__00799.jpg,"[array([[0.19783963, 1.2998255 , 0.        , 0.89029443]], dtype=float32)]","[array([[-1.3070027, -7.0875864]], dtype=float32)]"
01877__00161.jpg,"[array([[0.       , 1.1891342, 0.       , 0.7987697]], dtype=float32)]","[array([[-1.8908706, -5.513518 ]], dtype=float32)]"
01877__00500.jpg,"[array([[0.7360139, 0.8252585, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1806878, -5.906824 ]], dtype=float32)]"
01877__00276.jpg,"[array([[0.33929375, 0.10058774, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00617.jpg,"[array([[0.3158017, 1.0339766, 0.       , 1.0505354]], dtype=float32)]","[array([[ 0.33877686, -6.921328  ]], dtype=float32)]"
01877__00489.jpg,"[array([[1.1497629, 1.0363628, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1806878, -5.906824 ]], dtype=float32)]"
01877__00039.jpg,"[array([[0.0730971 , 0.81147546, 0.        , 0.33051336]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
01877__00458.jpg,"[array([[0.        , 0.16751622, 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
01877__00352.jpg,"[array([[0.60637957, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.52811325, -4.479852  ]], dtype=float32)]"
01877__00733.jpg,"[array([[0.13085435, 0.67653894, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
