Image_ID,Penultimate_Output,GT_Value
01877__00355.jpg,"[array([[0.76406837, 0.1845944 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.52811325, -4.479852  ]], dtype=float32)]"
01877__00093.jpg,"[array([[1.0361842 , 1.2244672 , 0.5470758 , 0.01277395]], dtype=float32)]","[array([[-0.6767042, -7.9477634]], dtype=float32)]"
01877__00734.jpg,"[array([[0.74934113, 0.52559763, 0.2769556 , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00042.jpg,"[array([[1.3461179 , 0.04640889, 0.20811127, 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
01877__00423.jpg,"[array([[0.8964389, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.44974872, -3.4605515 ]], dtype=float32)]"
01877__00851.jpg,"[array([[0.88166726, 0.87212557, 0.33257478, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
01877__00384.jpg,"[array([[0.37768722, 1.6616343 , 0.52307516, 1.0544816 ]], dtype=float32)]","[array([[-1.2757035, -9.353824 ]], dtype=float32)]"
01877__00166.jpg,"[array([[0.62484646, 0.89057654, 0.60695714, 0.        ]], dtype=float32)]","[array([[-1.8908706, -5.513518 ]], dtype=float32)]"
01877__00507.jpg,"[array([[1.3398435, 1.3469015, 0.5249291, 0.2280566]], dtype=float32)]","[array([[ 1.2226837, -6.6950274]], dtype=float32)]"
01877__00271.jpg,"[array([[0.5659168, 0.579291 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00610.jpg,"[array([[1.0954233 , 1.2973217 , 0.56400436, 0.12922971]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00329.jpg,"[array([[0.8445479 , 0.680647  , 0.17255424, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00748.jpg,"[array([[1.127584  , 1.5965424 , 0.93618256, 1.1449859 ]], dtype=float32)]","[array([[ 1.0166132, -8.673448 ]], dtype=float32)]"
01877__00799.jpg,"[array([[0.5773494, 1.3806682, 0.8294997, 0.8602326]], dtype=float32)]","[array([[-1.3070027, -7.0875864]], dtype=float32)]"
