Image_ID,Penultimate_Output,GT_Value
02091__00388.jpg,"[array([[1.4480481 , 1.2933823 , 0.27457225, 0.13398989]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00359.jpg,"[array([[1.8430567 , 1.2325976 , 0.44319603, 0.        ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00738.jpg,"[array([[0.3904249 , 2.864792  , 1.243642  , 0.67988265]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00201.jpg,"[array([[0.48715663, 1.9300729 , 0.82971424, 1.0100803 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00660.jpg,"[array([[1.9617835 , 1.6130701 , 0.93329567, 0.9965675 ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00116.jpg,"[array([[0.7330343 , 1.271388  , 0.3373717 , 0.47913364]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00032.jpg,"[array([[1.3593636 , 1.1780301 , 0.46804488, 0.        ]], dtype=float32)]","[array([[ 2.4019222, -4.436055 ]], dtype=float32)]"
02091__00795.jpg,"[array([[1.1918674 , 1.0548458 , 0.17944881, 0.        ]], dtype=float32)]","[array([[ 2.4019222, -4.436055 ]], dtype=float32)]"
02091__00821.jpg,"[array([[0.86517465, 2.3051398 , 1.0447061 , 0.9914281 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00453.jpg,"[array([[0.03392747, 3.0647418 , 0.523336  , 0.6914498 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00482.jpg,"[array([[0.878671 , 0.9172095, 0.5286711, 0.       ]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00325.jpg,"[array([[1.3253729, 3.403611 , 1.3197391, 0.7668458]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00744.jpg,"[array([[1.348831  , 2.452919  , 1.0061675 , 0.99161035]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
