Image_ID,Penultimate_Output,GT_Value
02240__00644.jpg,"[array([[1.3531905, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00582.jpg,"[array([[0.56845284, 1.9686453 , 1.071969  , 0.9696392 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02240__00225.jpg,"[array([[2.2297347, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.3686502, -2.161914 ]], dtype=float32)]"
02240__00553.jpg,"[array([[1.955377  , 0.51889175, 0.2106355 , 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00132.jpg,"[array([[0.58517045, 1.1245587 , 0.34980172, 0.03058155]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00695.jpg,"[array([[1.3854333, 2.8514533, 0.9138667, 0.9975384]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02240__00879.jpg,"[array([[1.5360165 , 0.6546715 , 0.15698233, 0.        ]], dtype=float32)]","[array([[ 1.7750372, -4.7103243]], dtype=float32)]"
02240__00638.jpg,"[array([[0.90414417, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00259.jpg,"[array([[1.3176783 , 2.7399137 , 1.0983958 , 0.98375916]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02240__00288.jpg,"[array([[1.9368548, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02240__00805.jpg,"[array([[0.9816288, 0.3879871, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.0334473, -2.5608008]], dtype=float32)]"
02240__00477.jpg,"[array([[2.200932 , 1.1510319, 0.9812364, 0.       ]], dtype=float32)]","[array([[ 2.3825927, -7.5005994]], dtype=float32)]"
02240__00016.jpg,"[array([[1.7142433, 0.5791803, 0.1652175, 0.       ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00760.jpg,"[array([[0.9065283 , 0.20327473, 0.3284404 , 0.        ]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00301.jpg,"[array([[0.70830005, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00198.jpg,"[array([[2.2971296, 1.0517143, 0.5553748, 0.       ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02240__00528.jpg,"[array([[1.8855233, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02240__00149.jpg,"[array([[0.75983894, 1.2977049 , 0.6718718 , 0.5226687 ]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02240__00470.jpg,"[array([[0.50838304, 0.5683997 , 0.04606665, 0.        ]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00802.jpg,"[array([[1.6853105 , 0.7003663 , 0.06565353, 0.        ]], dtype=float32)]","[array([[ 2.0334473, -2.5608008]], dtype=float32)]"
02240__00011.jpg,"[array([[0.6985498, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02240__00767.jpg,"[array([[1.0102134, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.26540843, -4.4810424 ]], dtype=float32)]"
02240__00306.jpg,"[array([[0.5172086 , 0.39102808, 0.03595465, 0.        ]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00643.jpg,"[array([[1.7497019, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00222.jpg,"[array([[2.0937872, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.3686502, -2.161914 ]], dtype=float32)]"
02240__00585.jpg,"[array([[0.5536509, 1.3265429, 1.2233167, 0.7949259]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02240__00554.jpg,"[array([[1.9606526 , 0.22410814, 0.08032843, 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00692.jpg,"[array([[1.2850503, 1.4243908, 0.8146849, 0.6046215]], dtype=float32)]","[array([[  0.6517092, -10.24848  ]], dtype=float32)]"
02240__00135.jpg,"[array([[1.4780923, 1.6678077, 1.013302 , 0.8893743]], dtype=float32)]","[array([[ 2.1240492, -7.8395033]], dtype=float32)]"
02240__00196.jpg,"[array([[1.6139046 , 0.8035632 , 0.34718877, 0.        ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02240__00631.jpg,"[array([[1.5365957 , 2.0829132 , 0.79432195, 1.062178  ]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02240__00250.jpg,"[array([[1.5902126, 2.6607666, 1.048256 , 1.1305891]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02240__00526.jpg,"[array([[2.3644993, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02240__00281.jpg,"[array([[1.9355849, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02240__00147.jpg,"[array([[0.62707776, 1.5713419 , 0.8958642 , 1.0736184 ]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02240__00769.jpg,"[array([[1.3007607 , 3.0103035 , 0.72003675, 0.9470797 ]], dtype=float32)]","[array([[  2.616588, -10.404006]], dtype=float32)]"
02240__00308.jpg,"[array([[0.58105   , 0.36654702, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2240815, -4.7256603]], dtype=float32)]"
02240__00870.jpg,"[array([[1.4616845, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02240__00063.jpg,"[array([[1.5808461, 1.6340711, 1.0320684, 1.1588577]], dtype=float32)]","[array([[ 2.3825927, -7.5005994]], dtype=float32)]"
02240__00715.jpg,"[array([[1.3039317, 2.2357962, 0.913504 , 1.1485054]], dtype=float32)]","[array([[ 3.0619726, -8.155671 ]], dtype=float32)]"
02240__00064.jpg,"[array([[1.6391903, 1.732145 , 1.2043718, 1.0826776]], dtype=float32)]","[array([[ 2.3825927, -7.5005994]], dtype=float32)]"
02240__00712.jpg,"[array([[1.1000952, 2.17456  , 0.8179857, 1.0733254]], dtype=float32)]","[array([[ 3.0619726, -8.155671 ]], dtype=float32)]"
02240__00636.jpg,"[array([[0.7702923, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00191.jpg,"[array([[2.0502775, 1.0773691, 0.6411901, 0.       ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02240__00257.jpg,"[array([[1.4755533, 2.7366884, 1.2220179, 1.0341525]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02240__00286.jpg,"[array([[1.5793366, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02240__00521.jpg,"[array([[2.1379468, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02240__00140.jpg,"[array([[1.3434349 , 2.2230754 , 0.84568346, 1.0983808 ]], dtype=float32)]","[array([[ 2.1240492, -7.8395033]], dtype=float32)]"
02240__00479.jpg,"[array([[2.0231884, 1.2438573, 0.8799574, 0.       ]], dtype=float32)]","[array([[ 2.3825927, -7.5005994]], dtype=float32)]"
02240__00018.jpg,"[array([[1.8118627 , 0.49542326, 0.08055366, 0.        ]], dtype=float32)]","[array([[ 2.9763005, -3.3573499]], dtype=float32)]"
02240__00109.jpg,"[array([[1.0276788 , 0.44584405, 0.        , 0.        ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02240__00568.jpg,"[array([[1.3708806, 1.1862438, 0.5806463, 0.       ]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02240__00346.jpg,"[array([[0.7960532, 2.4232612, 1.1387805, 0.8959038]], dtype=float32)]","[array([[  0.6517092, -10.24848  ]], dtype=float32)]"
02240__00727.jpg,"[array([[0.95841825, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02240__00080.jpg,"[array([[0.7752271, 2.1289613, 0.975541 , 1.0140599]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02240__00051.jpg,"[array([[0.9404743, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8016186, -1.6866294]], dtype=float32)]"
02240__00842.jpg,"[array([[1.5987701 , 1.3596555 , 0.64102733, 0.26053762]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
