Image_ID,Penultimate_Output,GT_Value
01326__00808.jpg,"[array([[0.44249684, 1.2010611 , 1.0688769 , 0.59267324]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01326__00192.jpg,"[array([[0.9270843 , 1.8206346 , 1.0910684 , 0.69831336]], dtype=float32)]","[array([[-0.37773487, -7.348909  ]], dtype=float32)]"
01326__00635.jpg,"[array([[1.4380397, 1.6075684, 1.1413403, 1.1441466]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
01326__00254.jpg,"[array([[1.9935702, 1.0488632, 0.6419389, 0.       ]], dtype=float32)]","[array([[ 3.1766007, -5.9298944]], dtype=float32)]"
01326__00522.jpg,"[array([[0.8055177, 1.7307888, 1.0403484, 0.8041513]], dtype=float32)]","[array([[-0.37773487, -7.348909  ]], dtype=float32)]"
01326__00285.jpg,"[array([[1.4560492, 1.4646844, 1.0267045, 0.7399551]], dtype=float32)]","[array([[ 0.5656391, -8.091167 ]], dtype=float32)]"
01326__00143.jpg,"[array([[0.63419026, 0.8294151 , 0.3229186 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01326__00406.jpg,"[array([[0.63618046, 3.0359344 , 0.8301964 , 0.7133266 ]], dtype=float32)]","[array([[ -0.5758834, -10.536893 ]], dtype=float32)]"
01326__00067.jpg,"[array([[1.6290575 , 1.0988389 , 0.48265737, 0.        ]], dtype=float32)]","[array([[ 1.7148993, -4.6958933]], dtype=float32)]"
01326__00711.jpg,"[array([[1.1782961 , 1.1661695 , 0.67300224, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01326__00370.jpg,"[array([[0.53734034, 1.8206042 , 0.67920655, 1.0445306 ]], dtype=float32)]","[array([[-0.7277223, -5.9635344]], dtype=float32)]"
01326__00649.jpg,"[array([[1.0518727, 1.9603337, 0.8676887, 1.0297527]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
01326__00228.jpg,"[array([[1.496511 , 1.112999 , 0.6053118, 0.       ]], dtype=float32)]","[array([[ 1.3815773, -5.3264384]], dtype=float32)]"
