Image_ID,Penultimate_Output,GT_Value
02833__00308.jpg,"[array([[0.55273235, 0.54403627, 0.1560293 , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00631.jpg,"[array([[0.6359448 , 0.42356098, 0.3246594 , 0.        ]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00196.jpg,"[array([[1.1291229, 1.8532565, 0.7521097, 1.2113333]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00250.jpg,"[array([[0.53792524, 1.4028921 , 0.8229264 , 0.5888611 ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00281.jpg,"[array([[0.65389717, 0.22192341, 0.22904362, 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00526.jpg,"[array([[0.9056977 , 1.278191  , 0.9717698 , 0.32739732]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00147.jpg,"[array([[0.5438263 , 1.3260431 , 0.82774866, 0.63898665]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00402.jpg,"[array([[0.6723148, 1.4629726, 0.7877647, 1.0486071]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00063.jpg,"[array([[0.33333007, 0.34914002, 0.09425895, 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00715.jpg,"[array([[0.8347049 , 1.1080031 , 0.64616984, 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00374.jpg,"[array([[1.0384372, 1.023987 , 0.5324813, 0.       ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00405.jpg,"[array([[0.6377052, 1.083175 , 0.3921217, 0.       ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00064.jpg,"[array([[0.32655448, 0.85319006, 0.22095273, 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
