Image_ID,Penultimate_Output,GT_Value
02078__00446.jpg,"[array([[1.4355229 , 3.08893   , 1.4311185 , 0.92534053]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00834.jpg,"[array([[2.2102072, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00780.jpg,"[array([[0.5419624 , 2.5930219 , 1.2101061 , 0.78737336]], dtype=float32)]","[array([[-0.10420535, -8.624141  ]], dtype=float32)]"
02078__00027.jpg,"[array([[1.2929733 , 2.980287  , 1.7314372 , 0.85469204]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00751.jpg,"[array([[0.6633928 , 3.1207404 , 1.4984205 , 0.64050484]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00330.jpg,"[array([[1.1529027, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00497.jpg,"[array([[1.6488413, 1.9798919, 1.4552034, 1.1404096]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00609.jpg,"[array([[1.7067348, 2.4647849, 1.5903815, 1.1737813]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00848.jpg,"[array([[0.37357324, 2.7865126 , 1.2631562 , 0.69753665]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00899.jpg,"[array([[0.97701484, 3.4937305 , 1.5821123 , 0.63511074]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00675.jpg,"[array([[2.2613552, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00214.jpg,"[array([[1.4601662 , 1.4836884 , 0.94633305, 0.7504427 ]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00910.jpg,"[array([[1.2312303, 2.441996 , 1.2467034, 1.0017446]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00103.jpg,"[array([[1.6589249 , 1.5441219 , 0.9352724 , 0.81211376]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00672.jpg,"[array([[2.3258395, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00213.jpg,"[array([[1.4696046, 1.5289352, 0.9775446, 0.8834876]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00917.jpg,"[array([[1.4909657, 2.8989072, 1.5383663, 0.9559041]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00104.jpg,"[array([[1.809758  , 1.40424   , 0.8997022 , 0.37975872]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00833.jpg,"[array([[2.0399613 , 0.        , 0.00419225, 0.        ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00441.jpg,"[array([[0.27143806, 1.2536925 , 0.8338389 , 0.7727525 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00020.jpg,"[array([[1.247412  , 3.0065913 , 1.7018992 , 0.83926827]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00787.jpg,"[array([[0.5511568, 2.693052 , 1.4086063, 0.7201197]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00756.jpg,"[array([[1.7711405 , 1.3916519 , 0.9669168 , 0.33456698]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00490.jpg,"[array([[1.2128415, 2.0651457, 1.5082682, 1.1077671]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00337.jpg,"[array([[1.4941648, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00519.jpg,"[array([[1.5773631, 0.3164364, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00178.jpg,"[array([[1.4345264, 3.124833 , 1.7296058, 0.8709464]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00394.jpg,"[array([[1.5003949 , 0.97682863, 0.03047867, 0.        ]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00841.jpg,"[array([[0.44105935, 1.9656037 , 1.2098278 , 0.7097183 ]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00433.jpg,"[array([[0.16909997, 1.2928358 , 0.9169223 , 1.0465274 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00052.jpg,"[array([[0.6961525 , 0.01049114, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00724.jpg,"[array([[1.583635  , 1.3183582 , 0.85909426, 0.15188892]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00083.jpg,"[array([[0.49029094, 0.31429937, 0.0446276 , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00345.jpg,"[array([[0.7148516 , 2.2089803 , 1.3438603 , 0.94107485]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00890.jpg,"[array([[0.87618756, 3.1827404 , 1.6625725 , 0.6615044 ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00919.jpg,"[array([[1.6277097, 2.857503 , 1.4250112, 1.0452832]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00758.jpg,"[array([[1.2894294 , 1.4211367 , 0.82250863, 0.5618531 ]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00600.jpg,"[array([[0.37548012, 3.454624  , 1.6397935 , 0.45686454]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00261.jpg,"[array([[0.19715692, 3.5910914 , 1.3858024 , 0.43742222]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00517.jpg,"[array([[1.7226967, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00176.jpg,"[array([[1.3579776, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00448.jpg,"[array([[1.5695698 , 3.1476083 , 1.4318424 , 0.93789524]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00029.jpg,"[array([[1.1345893, 2.8977609, 1.7299864, 0.8085004]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00499.jpg,"[array([[1.2365546 , 1.369722  , 0.51122963, 0.44359455]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
