Image_ID,Penultimate_Output,GT_Value
00382__00733.jpg,"[array([[0.88966507, 2.230045  , 0.4766281 , 0.6435079 ]], dtype=float32)]","[array([[ 2.306719 , -3.8891697]], dtype=float32)]"
00382__00094.jpg,"[array([[0.89566153, 1.9257255 , 1.1282433 , 1.0079101 ]], dtype=float32)]","[array([[  3.4080775, -12.275346 ]], dtype=float32)]"
00382__00352.jpg,"[array([[0.8949446, 2.8644967, 1.3931713, 0.7066657]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00887.jpg,"[array([[0.75822824, 2.6248653 , 0.6313979 , 0.86843157]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00383.jpg,"[array([[1.2162786, 1.141596 , 1.0431865, 0.       ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00856.jpg,"[array([[0.9830778 , 2.4536722 , 0.93530166, 0.7306313 ]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00424.jpg,"[array([[1.1580491, 2.982215 , 1.5016973, 0.7819104]], dtype=float32)]","[array([[ 1.1203206, -7.5480914]], dtype=float32)]"
00382__00045.jpg,"[array([[1.1247597, 1.7917664, 0.4238656, 0.       ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00489.jpg,"[array([[0.5878574 , 1.3540797 , 0.32162625, 0.        ]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00458.jpg,"[array([[1.1396831 , 1.4307035 , 0.64376605, 0.        ]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00039.jpg,"[array([[1.3762147, 3.1586573, 0.5194653, 0.7276957]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00500.jpg,"[array([[0.9379171, 1.0530082, 0.9485814, 0.       ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00161.jpg,"[array([[0.66808015, 2.0436704 , 0.8566768 , 0.99148643]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00617.jpg,"[array([[0.79349554, 3.2351446 , 1.0611414 , 0.6396866 ]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00276.jpg,"[array([[0.41970474, 2.1338537 , 0.8345799 , 0.9457355 ]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00748.jpg,"[array([[0.67495984, 3.023915  , 0.68722236, 0.74052763]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00329.jpg,"[array([[1.1477247, 2.9786987, 1.2474396, 0.8095164]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00799.jpg,"[array([[0.8293887 , 1.5642153 , 0.51411366, 1.149381  ]], dtype=float32)]","[array([[ 1.064, -6.942]], dtype=float32)]"
00382__00507.jpg,"[array([[1.0680279 , 0.96692675, 0.41944358, 0.        ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00166.jpg,"[array([[1.0422078, 1.6189585, 0.6201583, 0.       ]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00610.jpg,"[array([[1.0500327, 2.0608425, 0.9102792, 1.0679704]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00271.jpg,"[array([[0.93973964, 2.720333  , 1.2175614 , 0.80385524]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00093.jpg,"[array([[1.216432  , 2.7680497 , 0.719501  , 0.96682584]], dtype=float32)]","[array([[  3.4080775, -12.275346 ]], dtype=float32)]"
00382__00734.jpg,"[array([[1.1969056 , 2.7157214 , 1.26303   , 0.87046486]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00355.jpg,"[array([[1.1796672 , 2.7537153 , 0.94974643, 0.9254001 ]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00423.jpg,"[array([[1.0880529 , 2.9651089 , 1.2550498 , 0.78472674]], dtype=float32)]","[array([[ 1.1203206, -7.5480914]], dtype=float32)]"
00382__00851.jpg,"[array([[0.6549306 , 2.3308125 , 0.66141903, 0.93706083]], dtype=float32)]","[array([[ 0.68008596, -5.7091765 ]], dtype=float32)]"
00382__00384.jpg,"[array([[1.2586511, 1.2300462, 1.0810568, 0.       ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00042.jpg,"[array([[1.0439706 , 1.8080115 , 0.6843067 , 0.27125257]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00909.jpg,"[array([[0.3325394 , 2.014916  , 0.16286977, 0.8537423 ]], dtype=float32)]","[array([[-1.6248267, -6.942    ]], dtype=float32)]"
00382__00746.jpg,"[array([[0.6332256 , 2.7109337 , 0.75421077, 0.815096  ]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00327.jpg,"[array([[1.1654923 , 2.9683247 , 1.2130876 , 0.82497984]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00480.jpg,"[array([[0.85633373, 3.0613427 , 1.3250893 , 0.67670363]], dtype=float32)]","[array([[ -1.6248267, -12.290125 ]], dtype=float32)]"
00382__00451.jpg,"[array([[0.6513078 , 3.2301958 , 1.0391794 , 0.63070863]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00823.jpg,"[array([[0.7486334, 0.4962084, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.5698131, -4.4060884]], dtype=float32)]"
00382__00797.jpg,"[array([[1.3311408 , 1.3022496 , 0.63543725, 0.        ]], dtype=float32)]","[array([[ 1.064, -6.942]], dtype=float32)]"
00382__00030.jpg,"[array([[0.6304221, 2.5473828, 0.6112714, 0.534671 ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00509.jpg,"[array([[1.0613073 , 0.73323673, 0.5592703 , 0.        ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00168.jpg,"[array([[1.1004102, 0.7837681, 0.6882846, 0.       ]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00575.jpg,"[array([[0.68762034, 2.7150679 , 0.75439996, 0.81905836]], dtype=float32)]","[array([[-0.28041333, -9.616062  ]], dtype=float32)]"
00382__00114.jpg,"[array([[0.88221794, 1.5673738 , 0.7199222 , 0.07800001]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00662.jpg,"[array([[0.8163335 , 2.1479406 , 0.9951464 , 0.95670426]], dtype=float32)]","[array([[ 1.1380166, -8.102226 ]], dtype=float32)]"
00382__00203.jpg,"[array([[0.89593124, 1.3032256 , 0.8565067 , 0.        ]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00889.jpg,"[array([[1.2294388, 2.3202493, 0.862107 , 1.0831894]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00858.jpg,"[array([[0.9160695 , 1.5101451 , 0.63281506, 0.        ]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00572.jpg,"[array([[0.69230336, 3.053596  , 0.73746693, 0.72674656]], dtype=float32)]","[array([[-0.28041333, -9.616062  ]], dtype=float32)]"
00382__00900.jpg,"[array([[0.6210599, 1.3793857, 0.3928544, 0.       ]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00113.jpg,"[array([[0.8609962 , 2.5801764 , 0.8914592 , 0.85477155]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00665.jpg,"[array([[0.65912527, 2.4256537 , 0.72990453, 0.9011508 ]], dtype=float32)]","[array([[ 1.1380166, -8.102226 ]], dtype=float32)]"
00382__00204.jpg,"[array([[0.93121684, 2.0687878 , 0.32742202, 0.14678748]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00741.jpg,"[array([[0.60709023, 3.5417147 , 0.5752737 , 0.6043534 ]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00487.jpg,"[array([[0.64839125, 1.1199535 , 0.39656422, 0.        ]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00320.jpg,"[array([[1.2297455 , 3.2857022 , 1.3889443 , 0.74245363]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00824.jpg,"[array([[0.5380965 , 0.782483  , 0.11396378, 0.        ]], dtype=float32)]","[array([[ 0.5698131, -4.4060884]], dtype=float32)]"
00382__00456.jpg,"[array([[1.5263785 , 1.4768732 , 0.84140325, 0.06804594]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00037.jpg,"[array([[1.3556539 , 2.7666028 , 0.49648747, 0.8389333 ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00790.jpg,"[array([[1.2398624 , 0.8480015 , 0.45382187, 0.        ]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
