Image_ID,Penultimate_Output,GT_Value
03140__00731.jpg,"[array([[0.6960144, 1.340032 , 0.7877662, 0.6387193]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00096.jpg,"[array([[0.45199272, 0.76021206, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00350.jpg,"[array([[0.8693357 , 1.604616  , 0.55606854, 1.0361397 ]], dtype=float32)]","[array([[-0.43658823, -4.3909593 ]], dtype=float32)]"
03140__00381.jpg,"[array([[0.5219061, 1.6635087, 0.5444126, 0.8655815]], dtype=float32)]","[array([[ 0.11944913, -5.3423624 ]], dtype=float32)]"
03140__00426.jpg,"[array([[1.3076473 , 1.0327355 , 0.40446496, 0.        ]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00047.jpg,"[array([[1.0091583 , 0.6665983 , 0.05367199, 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03140__00669.jpg,"[array([[0.43535778, 2.2066157 , 0.76629907, 0.9363919 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03140__00208.jpg,"[array([[0.9738295 , 1.2473398 , 0.4516028 , 0.08377389]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00502.jpg,"[array([[0.6128648 , 1.4566126 , 0.59781426, 1.0412385 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00163.jpg,"[array([[0.8530129, 1.684956 , 0.7225064, 1.1287231]], dtype=float32)]","[array([[ 1.7219461, -8.011247 ]], dtype=float32)]"
03140__00615.jpg,"[array([[1.3291211, 0.5964725, 0.3149769, 0.       ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03140__00274.jpg,"[array([[0.4963021, 1.5116364, 0.271367 , 0.5611903]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00505.jpg,"[array([[0.4415329 , 1.4342037 , 0.64152306, 1.1716455 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00164.jpg,"[array([[0.6668884 , 1.5516787 , 0.43266332, 1.1328297 ]], dtype=float32)]","[array([[ 1.7219461, -8.011247 ]], dtype=float32)]"
03140__00612.jpg,"[array([[1.5190989 , 0.5572861 , 0.30370662, 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03140__00273.jpg,"[array([[0.44267535, 1.4597235 , 0.43904117, 0.85847855]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00091.jpg,"[array([[0.7046436 , 2.1725063 , 0.6764264 , 0.98414457]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03140__00736.jpg,"[array([[0.95187676, 1.3317008 , 0.83211315, 0.4004486 ]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00421.jpg,"[array([[0.6877213 , 1.412027  , 0.63187665, 0.8901308 ]], dtype=float32)]","[array([[-1.5901926, -3.2969432]], dtype=float32)]"
03140__00386.jpg,"[array([[0.86109596, 1.5736976 , 0.6383227 , 1.1701711 ]], dtype=float32)]","[array([[ 0.11944913, -5.3423624 ]], dtype=float32)]"
