Image_ID,Penultimate_Output,GT_Value
02078__00459.jpg,"[array([[1.077917 , 4.4264092, 0.       , 0.7184181]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00255.jpg,"[array([[2.2889822, 1.3456649, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00780.jpg,"[array([[0.92492396, 3.6753986 , 0.        , 0.78853846]], dtype=float32)]","[array([[-0.10420535, -8.624141  ]], dtype=float32)]"
02078__00024.jpg,"[array([[1.8906555 , 4.150687  , 0.        , 0.75509274]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00203.jpg,"[array([[1.6527013, 3.9961178, 0.       , 0.8103583]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00328.jpg,"[array([[1.0723715, 0.3545544, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00492.jpg,"[array([[1.9633813, 3.0780475, 0.       , 0.998587 ]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00839.jpg,"[array([[0.7719634, 2.3792515, 0.       , 0.8397265]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00224.jpg,"[array([[2.0397527, 4.062771 , 0.       , 0.841568 ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00314.jpg,"[array([[2.547582, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00212.jpg,"[array([[1.7982293, 3.0906997, 0.       , 0.8427151]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00304.jpg,"[array([[2.115614  , 4.075083  , 0.        , 0.86571395]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00104.jpg,"[array([[2.050902  , 2.2528665 , 0.        , 0.76028365]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00039.jpg,"[array([[0.6705066, 1.6757863, 0.       , 1.0522933]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00343.jpg,"[array([[0.74523187, 2.9749274 , 0.        , 0.9596587 ]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00075.jpg,"[array([[1.0010123 , 0.94455487, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00398.jpg,"[array([[1.9401199 , 1.0427177 , 0.        , 0.21638341]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00474.jpg,"[array([[1.0183448 , 0.40840912, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00729.jpg,"[array([[1.5838594, 1.8647019, 0.       , 1.0144749]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00262.jpg,"[array([[0.4439948 , 4.6364098 , 0.        , 0.78932285]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00510.jpg,"[array([[1.6191514, 2.6828532, 0.       , 0.8954199]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00702.jpg,"[array([[2.131252 , 1.3178562, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00719.jpg,"[array([[1.4762441, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00376.jpg,"[array([[2.5912106, 2.1820588, 0.       , 0.933092 ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00871.jpg,"[array([[0.542063  , 0.06461203, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00648.jpg,"[array([[1.3447909 , 1.0523925 , 0.        , 0.43598127]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00128.jpg,"[array([[2.0730004, 1.9633852, 0.       , 1.0859039]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00572.jpg,"[array([[1.5112096 , 1.9017168 , 0.        , 0.98820984]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00671.jpg,"[array([[0.6839428, 2.7445288, 0.       , 0.972422 ]], dtype=float32)]","[array([[ 0.18362243, -7.439999  ]], dtype=float32)]"
02078__00870.jpg,"[array([[2.4694724, 2.3456583, 0.       , 1.1267716]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
