Image_ID,Penultimate_Output,GT_Value
02301__00856.jpg,"[array([[1.5773993, 2.1262596, 0.       , 0.6023778]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02301__00293.jpg,"[array([[1.2620362, 2.5796437, 0.       , 0.7920354]], dtype=float32)]","[array([[ 3.1034286, -7.8467274]], dtype=float32)]"
02301__00498.jpg,"[array([[0.       , 1.435586 , 0.       , 1.0132539]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00515.jpg,"[array([[1.0082148 , 1.461926  , 0.        , 0.38581148]], dtype=float32)]","[array([[ 3.10991 , -4.926039]], dtype=float32)]"
02301__00022.jpg,"[array([[0.        , 0.37730923, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00312.jpg,"[array([[0.24248287, 1.3669509 , 0.        , 0.21308911]], dtype=float32)]","[array([[-0.7854868, -2.9301379]], dtype=float32)]"
02301__00598.jpg,"[array([[1.0096327 , 1.5739299 , 0.        , 0.74474204]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00461.jpg,"[array([[1.0508082, 0.6126487, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02301__00130.jpg,"[array([[1.460366  , 0.72951454, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00339.jpg,"[array([[0.95073503, 0.08851204, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.464489 , -1.9531932]], dtype=float32)]"
02301__00709.jpg,"[array([[0.9856421 , 1.3311005 , 0.        , 0.36185953]], dtype=float32)]","[array([[ 1.3575537, -3.6346984]], dtype=float32)]"
02301__00659.jpg,"[array([[0.44305715, 0.26547202, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00830.jpg,"[array([[0.855888  , 2.1268547 , 0.        , 0.82305366]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00398.jpg,"[array([[1.1541888 , 2.4148643 , 0.        , 0.79388404]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02301__00790.jpg,"[array([[0.915079 , 4.2298474, 0.       , 0.7641863]], dtype=float32)]","[array([[ 0.72488207, -9.728868  ]], dtype=float32)]"
02301__00008.jpg,"[array([[0.1924256, 3.3955648, 0.       , 1.0030341]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02301__00207.jpg,"[array([[0.82312155, 1.8258498 , 0.        , 0.9744062 ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02301__00677.jpg,"[array([[0.7309707, 1.6982692, 0.       , 1.0011455]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00524.jpg,"[array([[0.5454751 , 0.21987903, 0.        , 0.        ]], dtype=float32)]","[array([[-0.835397 , -1.6563889]], dtype=float32)]"
02301__00762.jpg,"[array([[0.96710694, 3.020288  , 0.        , 1.0696436 ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00798.jpg,"[array([[0.2249761, 3.917704 , 0.       , 1.0058757]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00468.jpg,"[array([[1.050502 , 1.9257524, 0.       , 0.7859249]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00644.jpg,"[array([[0.      , 2.169116, 0.      , 1.320855]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02301__00573.jpg,"[array([[1.3880049, 0.9859567, 0.       , 0.6856833]], dtype=float32)]","[array([[ 2.4265444, -3.0903735]], dtype=float32)]"
02301__00226.jpg,"[array([[0.86478627, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02301__00367.jpg,"[array([[1.5919448 , 0.11334598, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02301__00544.jpg,"[array([[0.7191382, 2.627924 , 0.       , 0.9677959]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00190.jpg,"[array([[0.9613231, 2.0366852, 0.       , 0.9318581]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00249.jpg,"[array([[1.2060691, 1.7865479, 0.       , 0.9574274]], dtype=float32)]","[array([[ 2.0146153, -5.56074  ]], dtype=float32)]"
02301__00416.jpg,"[array([[0.16017827, 1.6352352 , 0.        , 1.2243195 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
