Image_ID,Penultimate_Output,GT_Value
01877__00701.jpg,"[array([[0.70137525, 0.34445158, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.52811325, -4.479852  ]], dtype=float32)]"
01877__00599.jpg,"[array([[0.       , 1.4389098, 0.       , 1.2159142]], dtype=float32)]","[array([[-0.6767042, -7.9477634]], dtype=float32)]"
01877__00734.jpg,"[array([[0.17882115, 0.72395605, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00032.jpg,"[array([[0.21568349, 0.46283853, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
01877__00430.jpg,"[array([[0.32500973, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-0.44974872, -3.4605515 ]], dtype=float32)]"
01877__00849.jpg,"[array([[0.28355485, 0.63526917, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
01877__00768.jpg,"[array([[0.1491625, 1.9467218, 0.       , 1.0661929]], dtype=float32)]","[array([[-1.2757035, -9.353824 ]], dtype=float32)]"
01877__00168.jpg,"[array([[0.23357476, 1.2185401 , 0.        , 0.7776399 ]], dtype=float32)]","[array([[-1.8908706, -5.513518 ]], dtype=float32)]"
01877__00148.jpg,"[array([[0.6827156 , 1.2959741 , 0.        , 0.92237383]], dtype=float32)]","[array([[ 1.2226837, -6.6950274]], dtype=float32)]"
01877__00612.jpg,"[array([[1.0704058, 1.7719431, 0.       , 0.779431 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00745.jpg,"[array([[0.7096151, 1.9691375, 0.       , 0.9514976]], dtype=float32)]","[array([[ 1.0166132, -8.673448 ]], dtype=float32)]"
01877__00791.jpg,"[array([[0.02857324, 1.771832  , 0.        , 1.1447767 ]], dtype=float32)]","[array([[-1.3070027, -7.0875864]], dtype=float32)]"
01877__00133.jpg,"[array([[0.4623619 , 0.89570177, 0.        , 0.5137242 ]], dtype=float32)]","[array([[ 1.1806878, -5.906824 ]], dtype=float32)]"
01877__00621.jpg,"[array([[0.91049045, 1.226023  , 0.        , 1.0802393 ]], dtype=float32)]","[array([[ 0.33877686, -6.921328  ]], dtype=float32)]"
01877__00451.jpg,"[array([[0., 0., 0., 0.]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
01877__00052.jpg,"[array([[0.       , 1.1109747, 0.       , 0.8426339]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
01877__00195.jpg,"[array([[0.6609937, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
01877__00114.jpg,"[array([[0.96998024, 0.9282676 , 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1545788, -4.5228996]], dtype=float32)]"
01877__00104.jpg,"[array([[0.30981967, 1.4281038 , 0.        , 0.64032364]], dtype=float32)]","[array([[-0.47856972, -6.644778  ]], dtype=float32)]"
01877__00018.jpg,"[array([[1.61198  , 1.0110033, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
01877__00556.jpg,"[array([[1.0435442 , 0.03893992, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
01877__00667.jpg,"[array([[0.75135285, 2.2257142 , 0.        , 0.91735053]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
01877__00241.jpg,"[array([[0.       , 1.0093907, 0.       , 0.7767305]], dtype=float32)]","[array([[-1.8038981, -6.022483 ]], dtype=float32)]"
01877__00538.jpg,"[array([[0.6087637, 1.4378369, 0.       , 1.0201857]], dtype=float32)]","[array([[ 0.5268666, -7.977996 ]], dtype=float32)]"
01877__00008.jpg,"[array([[0.85794705, 0.12070688, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.92998016, -3.2898507 ]], dtype=float32)]"
01877__00254.jpg,"[array([[0.5317975 , 1.8850565 , 0.        , 0.99397165]], dtype=float32)]","[array([[ 0.7568188, -8.49141  ]], dtype=float32)]"
01877__00652.jpg,"[array([[0.52927256, 0.11759823, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1555243, -2.0979528]], dtype=float32)]"
01877__00363.jpg,"[array([[0.7937564 , 1.6921008 , 0.        , 0.98848677]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
01877__00416.jpg,"[array([[0.33952883, 0.93969804, 0.        , 0.8290739 ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
01877__00727.jpg,"[array([[0.445047  , 0.05104565, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
