Image_ID,Penultimate_Output,GT_Value
03183__00347.jpg,"[array([[2.9404634e-01, 1.0081131e+00, 0.0000000e+00, 6.0328870e-04]],
      dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03183__00739.jpg,"[array([[0.6073436, 0.6448665, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00398.jpg,"[array([[0.91675293, 3.0363412 , 0.        , 1.0609475 ]], dtype=float32)]","[array([[ 1.7686625, -8.732562 ]], dtype=float32)]"
03183__00473.jpg,"[array([[0.7306444, 2.6836164, 0.       , 1.0201155]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00557.jpg,"[array([[0.29874343, 2.1305869 , 0.        , 1.1611054 ]], dtype=float32)]","[array([[-0.04250681, -5.9372773 ]], dtype=float32)]"
03183__00209.jpg,"[array([[1.2869521 , 2.0598814 , 0.        , 0.74731576]], dtype=float32)]","[array([[ 0.8953586, -1.9161259]], dtype=float32)]"
03183__00302.jpg,"[array([[0.15910567, 2.6049392 , 0.        , 1.2145126 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03183__00836.jpg,"[array([[0.873874 , 1.5456986, 0.       , 0.6098407]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
03183__00487.jpg,"[array([[0.6208872, 1.5218048, 0.       , 0.5240511]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00361.jpg,"[array([[1.4779178, 1.6452749, 0.       , 0.5208974]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03183__00013.jpg,"[array([[0.19745909, 1.6840392 , 0.        , 1.1815146 ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03183__00439.jpg,"[array([[0.86433125, 1.4485419 , 0.        , 0.72439104]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03183__00773.jpg,"[array([[1.0855812 , 2.0055492 , 0.        , 0.77167284]], dtype=float32)]","[array([[ 1.3863043, -6.4302135]], dtype=float32)]"
03183__00543.jpg,"[array([[0.45558664, 2.809841  , 0.        , 1.0819324 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00058.jpg,"[array([[0.33976683, 2.2711492 , 0.        , 1.1739537 ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03183__00430.jpg,"[array([[0.5105126, 1.7757584, 0.       , 1.0193003]], dtype=float32)]","[array([[ 0.60098094, -3.4022117 ]], dtype=float32)]"
03183__00584.jpg,"[array([[0.6787382 , 0.81533283, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00514.jpg,"[array([[0.14713512, 0.8071961 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.5138555, -2.5388103]], dtype=float32)]"
03183__00266.jpg,"[array([[0.33147606, 1.3700358 , 0.        , 0.6257272 ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
03183__00714.jpg,"[array([[0.36624175, 1.441595  , 0.        , 0.4108637 ]], dtype=float32)]","[array([[-1.0515524, -3.9415278]], dtype=float32)]"
03183__00573.jpg,"[array([[0.88731647, 3.1938233 , 0.        , 0.9224462 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00756.jpg,"[array([[0.9241568 , 1.9487699 , 0.        , 0.66347945]], dtype=float32)]","[array([[ 1.0453461, -4.05227  ]], dtype=float32)]"
03183__00182.jpg,"[array([[0.7920619, 2.488742 , 0.       , 0.9765091]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00620.jpg,"[array([[1.1955069, 0.8606046, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03183__00315.jpg,"[array([[0.34515184, 1.1204153 , 0.        , 0.514685  ]], dtype=float32)]","[array([[ 0.55717224, -3.3685024 ]], dtype=float32)]"
03183__00128.jpg,"[array([[0.45120734, 2.804394  , 0.        , 1.0191528 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00223.jpg,"[array([[0.4062515, 1.7491744, 0.       , 1.0801401]], dtype=float32)]","[array([[-0.675011, -3.332063]], dtype=float32)]"
03183__00801.jpg,"[array([[0.       , 1.1417197, 0.       , 0.8739426]], dtype=float32)]","[array([[-1.9145887, -3.8693588]], dtype=float32)]"
03183__00849.jpg,"[array([[0.29177257, 1.8378069 , 0.        , 0.8685879 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03183__00467.jpg,"[array([[1.0538995 , 1.3370903 , 0.        , 0.00740298]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
