Image_ID,Penultimate_Output,GT_Value
00382__00363.jpg,"[array([[0.99554783, 0.8553039 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.306719 , -3.8891697]], dtype=float32)]"
00382__00931.jpg,"[array([[0.82962257, 3.0555322 , 0.        , 0.8287435 ]], dtype=float32)]","[array([[  3.4080775, -12.275346 ]], dtype=float32)]"
00382__00865.jpg,"[array([[1.0298923, 1.4941374, 0.       , 0.2301813]], dtype=float32)]","[array([[-0.56713456, -4.3879104 ]], dtype=float32)]"
00382__00891.jpg,"[array([[1.08543  , 2.6321702, 0.       , 0.6992132]], dtype=float32)]","[array([[-0.0354592, -7.382413 ]], dtype=float32)]"
00382__00383.jpg,"[array([[1.2051864, 0.6649259, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.1754634, -2.7315178]], dtype=float32)]"
00382__00428.jpg,"[array([[0.9874013, 2.4433177, 0.       , 0.7291942]], dtype=float32)]","[array([[ 1.1203206, -7.5480914]], dtype=float32)]"
00382__00035.jpg,"[array([[0.9688593 , 1.3830664 , 0.03130214, 0.8439735 ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00130.jpg,"[array([[0.97499573, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.401777 , -3.6137722]], dtype=float32)]"
00382__00792.jpg,"[array([[0.9812242, 1.7310319, 0.       , 1.1752546]], dtype=float32)]","[array([[ 3.7528267, -1.5938755]], dtype=float32)]"
00382__00102.jpg,"[array([[0.20835985, 3.1579757 , 0.        , 0.7499292 ]], dtype=float32)]","[array([[-1.4779081, -7.5761633]], dtype=float32)]"
00382__00543.jpg,"[array([[1.0984429 , 3.576844  , 0.        , 0.77208716]], dtype=float32)]","[array([[-0.28041333, -4.2679377 ]], dtype=float32)]"
00382__00620.jpg,"[array([[0.489432  , 2.8149152 , 0.        , 0.93187225]], dtype=float32)]","[array([[  1.064   , -12.290125]], dtype=float32)]"
00382__00578.jpg,"[array([[0.5656654 , 2.0383198 , 0.        , 0.91441995]], dtype=float32)]","[array([[-1.2666105, -7.0747156]], dtype=float32)]"
00382__00052.jpg,"[array([[1.0686102 , 2.5371242 , 0.        , 0.53235567]], dtype=float32)]","[array([[-1.2200624, -9.483322 ]], dtype=float32)]"
00382__00634.jpg,"[array([[1.2517484, 3.7806225, 0.       , 0.5469524]], dtype=float32)]","[array([[  0.8212258, -11.296581 ]], dtype=float32)]"
00382__00796.jpg,"[array([[1.0011935, 1.5752978, 0.       , 0.5168833]], dtype=float32)]","[array([[ 1.064, -6.942]], dtype=float32)]"
00382__00846.jpg,"[array([[1.1001732, 2.566551 , 0.       , 0.7540539]], dtype=float32)]","[array([[ 0.68008596, -5.7091765 ]], dtype=float32)]"
00382__00911.jpg,"[array([[0.617386  , 2.0611217 , 0.        , 0.44835705]], dtype=float32)]","[array([[-1.6248267, -6.942    ]], dtype=float32)]"
00382__00474.jpg,"[array([[0.4369574, 3.2293572, 0.       , 0.8775111]], dtype=float32)]","[array([[ -1.6248267, -12.290125 ]], dtype=float32)]"
00382__00826.jpg,"[array([[0.82887816, 0.41092739, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.5698131, -4.4060884]], dtype=float32)]"
00382__00690.jpg,"[array([[0.34117162, 0.94169325, 0.        , 0.7946827 ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00566.jpg,"[array([[0.519294 , 2.6578388, 0.       , 1.0017452]], dtype=float32)]","[array([[-0.28041333, -9.616062  ]], dtype=float32)]"
00382__00420.jpg,"[array([[1.4650742, 2.8482718, 0.       , 0.7664092]], dtype=float32)]","[array([[ 1.1380166, -8.102226 ]], dtype=float32)]"
00382__00190.jpg,"[array([[1.0367327, 2.0405104, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0440216, -3.9215853]], dtype=float32)]"
00382__00702.jpg,"[array([[0.9784841, 1.1425239, 0.       , 1.1510127]], dtype=float32)]","[array([[ 1.064    , -1.5938755]], dtype=float32)]"
00382__00683.jpg,"[array([[0.5925142 , 2.8184996 , 0.        , 0.99021155]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00240.jpg,"[array([[1.0140578, 1.4886185, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.72567743, -8.001776  ]], dtype=float32)]"
00382__00816.jpg,"[array([[1.2292185, 3.7561235, 0.       , 0.7393667]], dtype=float32)]","[array([[ 2.4084134, -9.616062 ]], dtype=float32)]"
00382__00299.jpg,"[array([[0.61749095, 2.7603624 , 0.        , 0.54467154]], dtype=float32)]","[array([[-0.5097672, -4.5718136]], dtype=float32)]"
00382__00073.jpg,"[array([[1.034531 , 2.1827507, 0.       , 0.9120433]], dtype=float32)]","[array([[ 3.7528267, -6.942    ]], dtype=float32)]"
