Image_ID,Penultimate_Output,GT_Value
03140__00206.jpg,"[array([[0.96385765, 0.45720813, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00429.jpg,"[array([[1.2119359, 1.0977726, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00350.jpg,"[array([[0.46829435, 2.3912585 , 0.        , 0.8409823 ]], dtype=float32)]","[array([[-0.43658823, -4.3909593 ]], dtype=float32)]"
03140__00383.jpg,"[array([[1.0347463, 1.5375032, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.11944913, -5.3423624 ]], dtype=float32)]"
03140__00472.jpg,"[array([[0.4805761 , 0.36051032, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03140__00149.jpg,"[array([[0.20131628, 3.040137  , 0.        , 1.1405379 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03140__00510.jpg,"[array([[0.09094918, 0.76766485, 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00638.jpg,"[array([[1.2527294, 1.0298167, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.7219461, -8.011247 ]], dtype=float32)]"
03140__00611.jpg,"[array([[1.2791648, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03140__00591.jpg,"[array([[0.52013886, 2.1216686 , 0.        , 1.0147258 ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03140__00258.jpg,"[array([[0.29442048, 0.935897  , 0.        , 0.        ]], dtype=float32)]","[array([[-1.5901926, -3.2969432]], dtype=float32)]"
03140__00120.jpg,"[array([[0.5244984 , 1.7434283 , 0.        , 0.13320981]], dtype=float32)]","[array([[ 1.5071156, -4.25351  ]], dtype=float32)]"
03140__00000.jpg,"[array([[0.22031385, 1.9410648 , 0.        , 1.0422043 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03140__00793.jpg,"[array([[0.87166137, 2.1302364 , 0.        , 0.7765211 ]], dtype=float32)]","[array([[ 0.37066454, -5.5935273 ]], dtype=float32)]"
03140__00460.jpg,"[array([[0.80901575, 1.4339952 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03140__00035.jpg,"[array([[0.72670937, 1.9538543 , 0.        , 0.761736  ]], dtype=float32)]","[array([[ 1.7181449, -8.902572 ]], dtype=float32)]"
03140__00188.jpg,"[array([[0.7526568, 2.4706054, 0.       , 0.9629806]], dtype=float32)]","[array([[ 1.1259277, -5.493732 ]], dtype=float32)]"
03140__00192.jpg,"[array([[0.5117952, 2.7252972, 0.       , 0.8759691]], dtype=float32)]","[array([[ 1.7188623, -6.980406 ]], dtype=float32)]"
03140__00676.jpg,"[array([[0.7986461, 2.3185472, 0.       , 0.9170988]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03140__00236.jpg,"[array([[0.        , 0.92926395, 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03140__00780.jpg,"[array([[0.6447834 , 0.86607987, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
03140__00541.jpg,"[array([[0.91235864, 2.483985  , 0.        , 0.8694937 ]], dtype=float32)]","[array([[-0.45650208, -7.046691  ]], dtype=float32)]"
03140__00768.jpg,"[array([[0.22522399, 2.2578313 , 0.        , 0.5721992 ]], dtype=float32)]","[array([[-1.3260598, -7.6559906]], dtype=float32)]"
03140__00632.jpg,"[array([[1.2729069, 1.4701762, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
03140__00703.jpg,"[array([[0.8287888, 2.0273829, 0.       , 0.6817114]], dtype=float32)]","[array([[ 0.97520816, -3.7568548 ]], dtype=float32)]"
03140__00365.jpg,"[array([[0.26398712, 1.8941058 , 0.        , 0.35085198]], dtype=float32)]","[array([[-0.21458578, -3.171853  ]], dtype=float32)]"
03140__00014.jpg,"[array([[0.96822435, 0.23208353, 0.        , 0.        ]], dtype=float32)]","[array([[-0.04052209, -2.292457  ]], dtype=float32)]"
03140__00515.jpg,"[array([[0.6066461, 1.8645886, 0.       , 1.0537797]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03140__00404.jpg,"[array([[1.0968964 , 2.0987523 , 0.        , 0.96511656]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03140__00224.jpg,"[array([[0.57449126, 2.7663026 , 0.        , 1.1030023 ]], dtype=float32)]","[array([[-1.6929479, -9.415713 ]], dtype=float32)]"
