Image_ID,Penultimate_Output,GT_Value
02833__00716.jpg,"[array([[0.82028824, 0.4147417 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00032.jpg,"[array([[0.       , 0.6553871, 0.       , 0.5070109]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00814.jpg,"[array([[0.721956  , 2.1798458 , 0.        , 0.99068123]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00250.jpg,"[array([[0.       , 1.2868619, 0.       , 1.3107297]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00562.jpg,"[array([[0.       , 0.625532 , 0.       , 0.4013507]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00360.jpg,"[array([[0.9515142 , 1.0062343 , 0.        , 0.45002162]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00151.jpg,"[array([[1.2999085, 0.3195678, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00517.jpg,"[array([[0.5399437, 0.7963939, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00058.jpg,"[array([[0.        , 0.49522343, 0.        , 0.        ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00370.jpg,"[array([[1.6635566, 1.5324609, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00491.jpg,"[array([[0.33118212, 0.33756554, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00779.jpg,"[array([[0.19867428, 1.2888569 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00259.jpg,"[array([[0.01702197, 2.275786  , 0.        , 1.2561615 ]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00157.jpg,"[array([[0.        , 0.24734314, 0.        , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00291.jpg,"[array([[0.23937485, 1.8659332 , 0.        , 0.7448943 ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
02833__00135.jpg,"[array([[0.37368315, 1.2949102 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00088.jpg,"[array([[1.3070036 , 0.20034166, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00498.jpg,"[array([[1.5353103 , 2.21582   , 0.        , 0.65522724]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00605.jpg,"[array([[0.       , 2.128341 , 0.       , 1.0564686]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00824.jpg,"[array([[0.5253621, 2.468738 , 0.       , 0.9818285]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00205.jpg,"[array([[0.4265302, 0.6609271, 0.       , 0.       ]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00441.jpg,"[array([[0.9379144, 1.0176101, 0.       , 0.6679044]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00790.jpg,"[array([[1.1806247, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
02833__00675.jpg,"[array([[1.193677 , 1.5496657, 0.       , 1.0680796]], dtype=float32)]","[array([[ 0.877316 , -3.8744707]], dtype=float32)]"
02833__00346.jpg,"[array([[0.444738 , 3.0571148, 0.       , 1.0333698]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
02833__00719.jpg,"[array([[0.9039313, 2.8244958, 0.       , 0.7867481]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00377.jpg,"[array([[0.3472414, 1.8252124, 0.       , 1.1374118]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00080.jpg,"[array([[0.18781944, 3.241762  , 0.        , 1.0106093 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00618.jpg,"[array([[0.3850904, 0.2326836, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
02833__00460.jpg,"[array([[0.5446886 , 0.22172989, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.3259481, -6.09043  ]], dtype=float32)]"
