Image_ID,Penultimate_Output,GT_Value
02091__00631.jpg,"[array([[1.373959 , 1.7337   , 0.       , 0.9834798]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00470.jpg,"[array([[0.8402494 , 0.92316353, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00738.jpg,"[array([[1.360213  , 3.4092197 , 0.        , 0.86022717]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00824.jpg,"[array([[1.0939659 , 2.7047403 , 0.        , 0.89497536]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00227.jpg,"[array([[1.9525411, 2.658401 , 0.       , 1.20783  ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00685.jpg,"[array([[0.55030096, 0.57200307, 0.        , 0.        ]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00031.jpg,"[array([[1.7195272 , 1.4136834 , 0.        , 0.96814847]], dtype=float32)]","[array([[ 2.4019222, -4.436055 ]], dtype=float32)]"
02091__00080.jpg,"[array([[0.49377763, 2.3902097 , 0.        , 1.0407361 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00481.jpg,"[array([[1.4069797, 1.544501 , 0.       , 1.0705507]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00642.jpg,"[array([[0.3516844, 3.4475415, 0.       , 1.006977 ]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00747.jpg,"[array([[0.88525033, 1.1767063 , 0.        , 0.08825695]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
02091__00590.jpg,"[array([[1.3773419, 2.5779593, 0.       , 0.8915576]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00421.jpg,"[array([[1.090862 , 0.7449789, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00883.jpg,"[array([[1.5132488, 3.4136539, 0.       , 0.844309 ]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00567.jpg,"[array([[0.95646   , 0.57240236, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00612.jpg,"[array([[0.626431 , 1.3559079, 0.       , 1.0107728]], dtype=float32)]","[array([[-0.98151225, -6.4280143 ]], dtype=float32)]"
02091__00713.jpg,"[array([[0.8391674, 2.43118  , 0.       , 1.0195878]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00261.jpg,"[array([[0.8296078 , 1.0608754 , 0.        , 0.21709238]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00189.jpg,"[array([[1.6539376, 4.0556107, 0.       , 0.7610978]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00378.jpg,"[array([[1.5319902, 2.6701488, 0.       , 1.0392267]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00723.jpg,"[array([[1.3975263 , 0.65534073, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00005.jpg,"[array([[0.5699288, 1.8923954, 0.       , 1.1361666]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00529.jpg,"[array([[1.3579701, 2.2176437, 0.       , 1.0131449]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00406.jpg,"[array([[0.       , 1.8769796, 0.       , 1.199425 ]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00241.jpg,"[array([[0.5136947, 2.130456 , 0.       , 1.115275 ]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00215.jpg,"[array([[0.97464806, 2.9636626 , 0.        , 0.9789103 ]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00290.jpg,"[array([[0.63660586, 2.7097611 , 0.        , 0.8479439 ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00304.jpg,"[array([[0.4723366, 2.8969378, 0.       , 1.135861 ]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00332.jpg,"[array([[0.9310467 , 0.44305527, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00017.jpg,"[array([[1.6995841, 0.9012087, 0.       , 0.5127408]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
