Image_ID,Penultimate_Output,GT_Value
01326__00425.jpg,"[array([[1.3497797, 1.6122243, 1.1849092, 0.892119 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
01326__00518.jpg,"[array([[0.4630837, 1.7675081, 0.9947447, 1.0302292]], dtype=float32)]","[array([[-0.37773487, -7.348909  ]], dtype=float32)]"
01326__00635.jpg,"[array([[1.4380397, 1.6075684, 1.1413403, 1.1441466]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
01326__00265.jpg,"[array([[1.8260064, 1.1615493, 0.6084167, 0.       ]], dtype=float32)]","[array([[ 3.1766007, -5.9298944]], dtype=float32)]"
01326__00287.jpg,"[array([[0.7115754, 1.1695521, 0.958397 , 0.2139849]], dtype=float32)]","[array([[ 0.5656391, -8.091167 ]], dtype=float32)]"
01326__00589.jpg,"[array([[1.9982853, 1.1667848, 0.6552922, 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
01326__00627.jpg,"[array([[1.2690586 , 0.95490956, 0.63862544, 0.        ]], dtype=float32)]","[array([[ -0.5758834, -10.536893 ]], dtype=float32)]"
01326__00772.jpg,"[array([[1.59229  , 1.1916304, 0.7427167, 0.       ]], dtype=float32)]","[array([[ 1.7148993, -4.6958933]], dtype=float32)]"
01326__00096.jpg,"[array([[1.2993768, 1.140811 , 0.5926688, 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
01326__00438.jpg,"[array([[0.32068115, 1.1522545 , 0.632468  , 0.4792588 ]], dtype=float32)]","[array([[-0.7277223, -5.9635344]], dtype=float32)]"
01326__00234.jpg,"[array([[1.6995677 , 0.8330142 , 0.44684538, 0.        ]], dtype=float32)]","[array([[ 1.3815773, -5.3264384]], dtype=float32)]"
01326__00237.jpg,"[array([[1.3931844, 0.8625928, 0.3306097, 0.       ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01326__00872.jpg,"[array([[1.1669222, 2.7737045, 1.158475 , 0.9290417]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01326__00061.jpg,"[array([[1.1221634 , 1.1116052 , 0.57977223, 0.        ]], dtype=float32)]","[array([[ 1.6839163, -4.8267436]], dtype=float32)]"
01326__00561.jpg,"[array([[0.83713186, 1.0164752 , 0.5403294 , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
01326__00205.jpg,"[array([[1.3691028, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
01326__00384.jpg,"[array([[0.44050246, 0.75640076, 0.18029314, 0.        ]], dtype=float32)]","[array([[-0.7427512, -3.3236547]], dtype=float32)]"
01326__00216.jpg,"[array([[1.1200211, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.3429146, -6.896609 ]], dtype=float32)]"
01326__00126.jpg,"[array([[1.2735685, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
01326__00172.jpg,"[array([[1.3028316, 0.       , 0.0183743, 0.       ]], dtype=float32)]","[array([[ 1.2637262, -4.5108924]], dtype=float32)]"
01326__00768.jpg,"[array([[1.7710145, 1.2003812, 0.8070786, 0.       ]], dtype=float32)]","[array([[ 2.9917054, -5.6740084]], dtype=float32)]"
01326__00018.jpg,"[array([[1.617585  , 0.37623286, 0.21047707, 0.        ]], dtype=float32)]","[array([[ 2.5137963, -2.6104949]], dtype=float32)]"
01326__00330.jpg,"[array([[1.2560883, 2.4471421, 1.1068045, 1.0291044]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
01326__00839.jpg,"[array([[0.6780326, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.1818894, -2.4679334]], dtype=float32)]"
01326__00672.jpg,"[array([[1.2803948 , 0.14989956, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
01326__00851.jpg,"[array([[1.083334  , 1.1779872 , 0.9800137 , 0.12478826]], dtype=float32)]","[array([[-0.24804597, -7.0808992 ]], dtype=float32)]"
01326__00540.jpg,"[array([[0.57334006, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
01326__00387.jpg,"[array([[0.7562074 , 0.87262696, 0.35411307, 0.        ]], dtype=float32)]","[array([[-1.0482773, -4.3173704]], dtype=float32)]"
01326__00121.jpg,"[array([[1.7906663, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
01326__00822.jpg,"[array([[1.4893104 , 1.4186225 , 0.5815701 , 0.52145106]], dtype=float32)]","[array([[ 2.4467626, -8.447461 ]], dtype=float32)]"
