Image_ID,Penultimate_Output,GT_Value
02078__00459.jpg,"[array([[0.9773027, 3.1796677, 1.7181482, 0.7055126]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00255.jpg,"[array([[1.9276431 , 0.72535145, 0.21096504, 0.        ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00780.jpg,"[array([[0.5419624 , 2.5930219 , 1.2101061 , 0.78737336]], dtype=float32)]","[array([[-0.10420535, -8.624141  ]], dtype=float32)]"
02078__00024.jpg,"[array([[1.4230937, 2.815389 , 1.6080364, 0.9478208]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00203.jpg,"[array([[0.6167781, 3.3552983, 1.7556562, 0.5240486]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00328.jpg,"[array([[1.1541458, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00492.jpg,"[array([[1.6240529, 1.8713568, 1.5371944, 1.2794877]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00839.jpg,"[array([[0.55457485, 1.5662998 , 1.0625404 , 1.0409259 ]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00224.jpg,"[array([[0.27992997, 3.2377434 , 1.5835445 , 0.51669735]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00314.jpg,"[array([[2.4022837, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00212.jpg,"[array([[1.3723735, 1.6594411, 1.1807646, 1.3034238]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00304.jpg,"[array([[1.6668626, 2.9176633, 1.6740719, 1.0155344]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00104.jpg,"[array([[1.809758  , 1.40424   , 0.8997022 , 0.37975872]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00039.jpg,"[array([[0.2429902, 1.2461578, 0.4812807, 0.7115969]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00343.jpg,"[array([[0.39169076, 1.7950729 , 1.0410241 , 1.0091994 ]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00075.jpg,"[array([[0.6005539 , 0.47593638, 0.12792598, 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00398.jpg,"[array([[1.7364706 , 0.59315145, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00474.jpg,"[array([[1.1473168, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00729.jpg,"[array([[1.6643931, 1.2834893, 0.7575184, 0.       ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00262.jpg,"[array([[0.22790053, 3.6644592 , 1.5083565 , 0.40244094]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00510.jpg,"[array([[1.0910146 , 1.2957947 , 0.6947243 , 0.35464108]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00702.jpg,"[array([[1.8347973, 1.0458846, 0.481464 , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00719.jpg,"[array([[1.2338687, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00376.jpg,"[array([[1.7128098 , 1.3514261 , 0.6522576 , 0.19938989]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00871.jpg,"[array([[0.24084568, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00648.jpg,"[array([[1.0395648 , 0.88554907, 0.4893326 , 0.        ]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00128.jpg,"[array([[1.6315975 , 1.3933046 , 0.8646278 , 0.39836684]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00572.jpg,"[array([[0.9550011 , 1.2933364 , 0.73158586, 0.3991975 ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00671.jpg,"[array([[0.690958  , 2.2939773 , 0.9293245 , 0.93476504]], dtype=float32)]","[array([[ 0.18362243, -7.439999  ]], dtype=float32)]"
02078__00870.jpg,"[array([[2.0133042 , 1.447616  , 0.9382651 , 0.40752286]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
