Image_ID,Penultimate_Output,GT_Value
02091__00631.jpg,"[array([[1.6558423, 0.8121475, 0.2680204, 0.       ]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00470.jpg,"[array([[0.9203194 , 0.29301932, 0.22870968, 0.        ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00738.jpg,"[array([[0.3904249 , 2.864792  , 1.243642  , 0.67988265]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00824.jpg,"[array([[0.7413487 , 1.7583437 , 0.7818242 , 0.84580576]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00227.jpg,"[array([[1.2471285, 2.4601927, 1.4328715, 0.9809437]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00685.jpg,"[array([[1.4567839 , 0.6636052 , 0.27345297, 0.        ]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00031.jpg,"[array([[1.3688498 , 1.2598336 , 0.53834337, 0.01069469]], dtype=float32)]","[array([[ 2.4019222, -4.436055 ]], dtype=float32)]"
02091__00080.jpg,"[array([[0.25144616, 2.7451196 , 0.6486609 , 0.7842124 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00481.jpg,"[array([[1.2871569, 1.0153002, 0.6582162, 0.       ]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00642.jpg,"[array([[0.34359658, 2.8657608 , 0.6382393 , 0.7605017 ]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00747.jpg,"[array([[1.63163   , 0.09896586, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
02091__00590.jpg,"[array([[1.267597  , 2.7412567 , 0.67201656, 0.96733516]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00421.jpg,"[array([[1.3330102 , 0.00600009, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00883.jpg,"[array([[1.2120255 , 2.410805  , 0.90081656, 1.103719  ]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00567.jpg,"[array([[1.2683427, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00612.jpg,"[array([[0.63884825, 0.7109307 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.98151225, -6.4280143 ]], dtype=float32)]"
02091__00713.jpg,"[array([[0.51899874, 1.6401933 , 0.68984014, 1.0368822 ]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00261.jpg,"[array([[0.50356245, 0.828006  , 0.07237358, 0.        ]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00189.jpg,"[array([[1.3459795, 2.7853014, 1.1633261, 0.9672938]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00378.jpg,"[array([[1.149169  , 2.737162  , 0.97316206, 0.94321465]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00723.jpg,"[array([[1.8188785, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00005.jpg,"[array([[0.7876956 , 1.8922307 , 0.59565806, 1.0390155 ]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00529.jpg,"[array([[1.2434916 , 1.4617552 , 0.9667623 , 0.75581604]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00406.jpg,"[array([[0.46819752, 1.5127698 , 0.7812138 , 1.1188575 ]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00241.jpg,"[array([[0.49678075, 1.8708243 , 1.0528721 , 0.9961912 ]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00215.jpg,"[array([[0.45185143, 1.8965925 , 0.7412314 , 1.0286174 ]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00290.jpg,"[array([[1.1384864 , 1.9851012 , 0.6994281 , 0.80937946]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00304.jpg,"[array([[0.33632222, 1.3880271 , 0.6086828 , 0.8276419 ]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00332.jpg,"[array([[0.9516734, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00017.jpg,"[array([[1.3949779, 0.8888903, 0.3026312, 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
