Image_ID,Penultimate_Output,GT_Value
01877__00701.jpg,"[array([[1.3315656 , 0.30223987, 0.02295086, 0.        ]], dtype=float32)]","[array([[ 0.52811325, -4.479852  ]], dtype=float32)]"
01877__00599.jpg,"[array([[0.57833207, 1.4174484 , 0.8579755 , 0.9940346 ]], dtype=float32)]","[array([[-0.6767042, -7.9477634]], dtype=float32)]"
01877__00734.jpg,"[array([[0.74934113, 0.52559763, 0.2769556 , 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
01877__00032.jpg,"[array([[0.93881893, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
01877__00430.jpg,"[array([[0.7341606, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.44974872, -3.4605515 ]], dtype=float32)]"
01877__00849.jpg,"[array([[0.56364495, 0.9622343 , 0.17801608, 0.        ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
01877__00768.jpg,"[array([[0.49695385, 1.3862387 , 0.85901725, 0.9632668 ]], dtype=float32)]","[array([[-1.2757035, -9.353824 ]], dtype=float32)]"
01877__00168.jpg,"[array([[0.7327351 , 0.5984107 , 0.48257986, 0.        ]], dtype=float32)]","[array([[-1.8908706, -5.513518 ]], dtype=float32)]"
01877__00148.jpg,"[array([[1.4307493 , 0.72564644, 0.52142894, 0.        ]], dtype=float32)]","[array([[ 1.2226837, -6.6950274]], dtype=float32)]"
01877__00612.jpg,"[array([[1.518457  , 1.1065061 , 0.44409642, 0.        ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
01877__00745.jpg,"[array([[1.0078725, 1.4571446, 0.8418917, 0.7318311]], dtype=float32)]","[array([[ 1.0166132, -8.673448 ]], dtype=float32)]"
01877__00791.jpg,"[array([[0.24798022, 2.1910973 , 0.6661496 , 0.937125  ]], dtype=float32)]","[array([[-1.3070027, -7.0875864]], dtype=float32)]"
01877__00133.jpg,"[array([[0.31949297, 1.0678964 , 0.24285127, 0.01121702]], dtype=float32)]","[array([[ 1.1806878, -5.906824 ]], dtype=float32)]"
01877__00621.jpg,"[array([[1.0490656 , 1.3407294 , 0.70600194, 0.41825664]], dtype=float32)]","[array([[ 0.33877686, -6.921328  ]], dtype=float32)]"
01877__00451.jpg,"[array([[0.47378948, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
01877__00052.jpg,"[array([[0.40863952, 0.77833813, 0.5395241 , 0.        ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
01877__00195.jpg,"[array([[1.5068021, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
01877__00114.jpg,"[array([[1.5196073, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1545788, -4.5228996]], dtype=float32)]"
01877__00104.jpg,"[array([[1.0448945, 0.8467241, 0.3317451, 0.       ]], dtype=float32)]","[array([[-0.47856972, -6.644778  ]], dtype=float32)]"
01877__00018.jpg,"[array([[1.2789397, 1.0142515, 0.6663743, 0.       ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
01877__00556.jpg,"[array([[0.7982291, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
01877__00667.jpg,"[array([[0.84060454, 1.9943329 , 1.0014691 , 1.0187829 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
01877__00241.jpg,"[array([[0.51755935, 1.0473727 , 0.58566695, 0.        ]], dtype=float32)]","[array([[-1.8038981, -6.022483 ]], dtype=float32)]"
01877__00538.jpg,"[array([[1.033246  , 1.3714333 , 0.38808578, 0.37997112]], dtype=float32)]","[array([[ 0.5268666, -7.977996 ]], dtype=float32)]"
01877__00008.jpg,"[array([[0.89317036, 0.30155107, 0.1454615 , 0.        ]], dtype=float32)]","[array([[ 0.92998016, -3.2898507 ]], dtype=float32)]"
01877__00254.jpg,"[array([[0.92602575, 1.3398724 , 0.7328187 , 0.4769627 ]], dtype=float32)]","[array([[ 0.7568188, -8.49141  ]], dtype=float32)]"
01877__00652.jpg,"[array([[1.1700873, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1555243, -2.0979528]], dtype=float32)]"
01877__00363.jpg,"[array([[1.0438466, 1.4419559, 0.6735448, 0.707911 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
01877__00416.jpg,"[array([[0.42469665, 1.273361  , 0.35655394, 0.60648394]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
01877__00727.jpg,"[array([[0.88660884, 0.04486828, 0.03951284, 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
