Image_ID,Penultimate_Output,GT_Value
03140__00206.jpg,"[array([[0.8312966 , 1.2627404 , 0.70474565, 0.3315107 ]], dtype=float32)]","[array([[ 1.1100414, -3.671009 ]], dtype=float32)]"
03140__00429.jpg,"[array([[1.2188386 , 1.3691432 , 0.64289296, 0.41738796]], dtype=float32)]","[array([[ 0.88850904, -4.2575803 ]], dtype=float32)]"
03140__00350.jpg,"[array([[0.8693357 , 1.604616  , 0.55606854, 1.0361397 ]], dtype=float32)]","[array([[-0.43658823, -4.3909593 ]], dtype=float32)]"
03140__00383.jpg,"[array([[0.63972014, 1.2764368 , 0.44559643, 0.40577608]], dtype=float32)]","[array([[ 0.11944913, -5.3423624 ]], dtype=float32)]"
03140__00472.jpg,"[array([[0.5713474 , 0.77352226, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03140__00149.jpg,"[array([[0.4747792 , 2.752331  , 0.80124384, 0.78182876]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03140__00510.jpg,"[array([[0.5438303 , 1.3431379 , 0.47813737, 0.72297627]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03140__00638.jpg,"[array([[1.1909125, 1.6232029, 0.9396681, 1.2071321]], dtype=float32)]","[array([[ 1.7219461, -8.011247 ]], dtype=float32)]"
03140__00611.jpg,"[array([[1.5552944 , 0.3536287 , 0.24192114, 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03140__00591.jpg,"[array([[0.78181505, 2.0049245 , 0.81012344, 1.019707  ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
03140__00258.jpg,"[array([[0.44641444, 1.2532221 , 0.48659727, 0.51544833]], dtype=float32)]","[array([[-1.5901926, -3.2969432]], dtype=float32)]"
03140__00120.jpg,"[array([[0.91486305, 1.9895426 , 0.7571406 , 0.75785303]], dtype=float32)]","[array([[ 1.5071156, -4.25351  ]], dtype=float32)]"
03140__00000.jpg,"[array([[0.6377809, 1.4404706, 0.5382897, 0.9432986]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03140__00793.jpg,"[array([[0.8714316 , 1.5215554 , 0.54632944, 0.95962936]], dtype=float32)]","[array([[ 0.37066454, -5.5935273 ]], dtype=float32)]"
03140__00460.jpg,"[array([[0.7956221 , 1.5122578 , 0.83009934, 1.0676461 ]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
03140__00035.jpg,"[array([[0.85223657, 1.7315651 , 0.8540648 , 1.1012596 ]], dtype=float32)]","[array([[ 1.7181449, -8.902572 ]], dtype=float32)]"
03140__00188.jpg,"[array([[0.755814  , 1.8200098 , 0.48219767, 0.8645887 ]], dtype=float32)]","[array([[ 1.1259277, -5.493732 ]], dtype=float32)]"
03140__00192.jpg,"[array([[0.80025065, 1.5254819 , 0.44302443, 1.0341278 ]], dtype=float32)]","[array([[ 1.7188623, -6.980406 ]], dtype=float32)]"
03140__00676.jpg,"[array([[0.87183857, 2.0387733 , 1.0361419 , 0.9868635 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03140__00236.jpg,"[array([[0.4646206 , 0.90325844, 0.00962678, 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03140__00780.jpg,"[array([[0.4671691, 1.3800373, 0.8068397, 0.982809 ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
03140__00541.jpg,"[array([[0.8639593 , 1.8158813 , 0.9424297 , 0.99645144]], dtype=float32)]","[array([[-0.45650208, -7.046691  ]], dtype=float32)]"
03140__00768.jpg,"[array([[0.3254636 , 1.9628214 , 0.37522286, 1.0496213 ]], dtype=float32)]","[array([[-1.3260598, -7.6559906]], dtype=float32)]"
03140__00632.jpg,"[array([[1.3098762 , 1.3742834 , 0.6473096 , 0.38845754]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
03140__00703.jpg,"[array([[0.78261656, 1.4268588 , 0.70409584, 0.7546578 ]], dtype=float32)]","[array([[ 0.97520816, -3.7568548 ]], dtype=float32)]"
03140__00365.jpg,"[array([[0.6525415 , 1.4686105 , 0.5806872 , 0.98237973]], dtype=float32)]","[array([[-0.21458578, -3.171853  ]], dtype=float32)]"
03140__00014.jpg,"[array([[0.7798567 , 0.7946079 , 0.18386108, 0.        ]], dtype=float32)]","[array([[-0.04052209, -2.292457  ]], dtype=float32)]"
03140__00515.jpg,"[array([[0.70279604, 1.4749823 , 1.1302391 , 1.1031374 ]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03140__00404.jpg,"[array([[1.0891583 , 1.627481  , 0.68828654, 1.0042577 ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03140__00224.jpg,"[array([[0.59564674, 2.3016684 , 0.5245035 , 0.95893496]], dtype=float32)]","[array([[-1.6929479, -9.415713 ]], dtype=float32)]"
