Image_ID,Penultimate_Output,GT_Value
02301__00856.jpg,"[array([[1.046405  , 1.337299  , 0.79985446, 0.33305946]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02301__00293.jpg,"[array([[1.4673467, 1.5484282, 1.0811318, 0.9800385]], dtype=float32)]","[array([[ 3.1034286, -7.8467274]], dtype=float32)]"
02301__00498.jpg,"[array([[0.5232043 , 1.1490372 , 0.79403925, 0.09664673]], dtype=float32)]","[array([[-0.7010517, -6.0213766]], dtype=float32)]"
02301__00515.jpg,"[array([[1.4731247 , 0.51164794, 0.4930029 , 0.        ]], dtype=float32)]","[array([[ 3.10991 , -4.926039]], dtype=float32)]"
02301__00022.jpg,"[array([[0.53454244, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02301__00312.jpg,"[array([[0.4910713 , 0.88331014, 0.39983183, 0.        ]], dtype=float32)]","[array([[-0.7854868, -2.9301379]], dtype=float32)]"
02301__00598.jpg,"[array([[1.0666889 , 0.0739266 , 0.13741937, 0.        ]], dtype=float32)]","[array([[ 1.5779206, -2.743746 ]], dtype=float32)]"
02301__00461.jpg,"[array([[0.84518725, 0.3947174 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02301__00130.jpg,"[array([[1.8310845, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 2.9448779, -3.450745 ]], dtype=float32)]"
02301__00339.jpg,"[array([[1.0160568, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.464489 , -1.9531932]], dtype=float32)]"
02301__00709.jpg,"[array([[1.133066 , 0.9842571, 0.4869151, 0.       ]], dtype=float32)]","[array([[ 1.3575537, -3.6346984]], dtype=float32)]"
02301__00659.jpg,"[array([[0.36964905, 0.34942076, 0.        , 0.        ]], dtype=float32)]","[array([[-1.1466027, -2.0411797]], dtype=float32)]"
02301__00830.jpg,"[array([[1.2671905 , 1.4145994 , 0.87897605, 0.5778786 ]], dtype=float32)]","[array([[ 2.4810355, -6.1975994]], dtype=float32)]"
02301__00398.jpg,"[array([[1.5691228, 1.2360297, 0.7246938, 0.       ]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02301__00790.jpg,"[array([[1.5560184, 2.5577137, 0.9586773, 1.1552007]], dtype=float32)]","[array([[ 0.72488207, -9.728868  ]], dtype=float32)]"
02301__00008.jpg,"[array([[0.89962494, 3.1576798 , 1.1015571 , 0.6658114 ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02301__00207.jpg,"[array([[0.96606266, 0.9108111 , 0.30755338, 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02301__00677.jpg,"[array([[0.92362374, 0.84649754, 0.44191736, 0.        ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02301__00524.jpg,"[array([[1.1450946 , 0.16217077, 0.11628473, 0.        ]], dtype=float32)]","[array([[-0.835397 , -1.6563889]], dtype=float32)]"
02301__00762.jpg,"[array([[1.3349959 , 2.9897587 , 0.88229245, 0.93848485]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02301__00798.jpg,"[array([[0.63996464, 2.5065627 , 0.8129767 , 0.84057516]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02301__00468.jpg,"[array([[0.9784762 , 1.206865  , 0.84816134, 0.        ]], dtype=float32)]","[array([[ 3.2632387, -8.817045 ]], dtype=float32)]"
02301__00644.jpg,"[array([[0.7175176 , 1.2729076 , 0.73986787, 0.        ]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02301__00573.jpg,"[array([[1.2505054 , 0.30795982, 0.12875667, 0.        ]], dtype=float32)]","[array([[ 2.4265444, -3.0903735]], dtype=float32)]"
02301__00226.jpg,"[array([[1.0824354, 0.0415845, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02301__00367.jpg,"[array([[1.5255432, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02301__00544.jpg,"[array([[0.3259151 , 1.9366226 , 0.7046969 , 0.92660916]], dtype=float32)]","[array([[ 0.6049163, -8.925325 ]], dtype=float32)]"
02301__00190.jpg,"[array([[1.0871636, 1.4225079, 0.9154476, 0.5561872]], dtype=float32)]","[array([[ 2.5444305, -5.1552114]], dtype=float32)]"
02301__00249.jpg,"[array([[1.3561052 , 1.15197   , 0.65203434, 0.        ]], dtype=float32)]","[array([[ 2.0146153, -5.56074  ]], dtype=float32)]"
02301__00416.jpg,"[array([[0.424021  , 1.4019201 , 0.55582184, 1.0620139 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
