Image_ID,Penultimate_Output,GT_Value
02833__00716.jpg,"[array([[0.80354077, 0.83744955, 0.5743957 , 0.        ]], dtype=float32)]","[array([[-1.469693 , -3.0176163]], dtype=float32)]"
02833__00032.jpg,"[array([[0.30631956, 1.3462781 , 0.44305173, 0.78576934]], dtype=float32)]","[array([[-1.7784562, -4.022891 ]], dtype=float32)]"
02833__00814.jpg,"[array([[0.91997135, 2.3784173 , 0.97137296, 0.9092533 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
02833__00250.jpg,"[array([[0.53792524, 1.4028921 , 0.8229264 , 0.5888611 ]], dtype=float32)]","[array([[-0.969375, -7.525975]], dtype=float32)]"
02833__00562.jpg,"[array([[0.       , 0.6856639, 0.       , 0.       ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
02833__00360.jpg,"[array([[0.8504726 , 1.4453973 , 0.5569713 , 0.30236983]], dtype=float32)]","[array([[ 0.7266846, -3.5667188]], dtype=float32)]"
02833__00151.jpg,"[array([[0.97603434, 0.5833814 , 0.39010495, 0.        ]], dtype=float32)]","[array([[ 0.13279036, -2.9994123 ]], dtype=float32)]"
02833__00517.jpg,"[array([[0.75803626, 0.46275443, 0.        , 0.        ]], dtype=float32)]","[array([[ 0.04779962, -2.8704674 ]], dtype=float32)]"
02833__00058.jpg,"[array([[0.26188162, 1.1349537 , 0.37610668, 0.3223313 ]], dtype=float32)]","[array([[-1.5420531, -2.057616 ]], dtype=float32)]"
02833__00370.jpg,"[array([[1.2809266 , 0.71175045, 0.10419838, 0.        ]], dtype=float32)]","[array([[ 1.8829976, -1.9203651]], dtype=float32)]"
02833__00491.jpg,"[array([[0.941886 , 1.0569375, 0.5786451, 0.       ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
02833__00779.jpg,"[array([[0.2985872, 1.8906302, 0.       , 0.8173829]], dtype=float32)]","[array([[ 0.18885288, -6.9766517 ]], dtype=float32)]"
02833__00259.jpg,"[array([[0.3114351 , 2.8768928 , 0.6204567 , 0.75683403]], dtype=float32)]","[array([[-1.4171149, -8.330607 ]], dtype=float32)]"
02833__00157.jpg,"[array([[0.6384423 , 0.9267911 , 0.48031256, 0.        ]], dtype=float32)]","[array([[-0.969375 , -3.6430247]], dtype=float32)]"
02833__00291.jpg,"[array([[0.4603798 , 1.8213705 , 0.5583236 , 0.91976583]], dtype=float32)]","[array([[ 0.    , -5.5845]], dtype=float32)]"
02833__00135.jpg,"[array([[0.5298029, 1.8954961, 0.7222977, 0.975757 ]], dtype=float32)]","[array([[-0.80370176, -7.429308  ]], dtype=float32)]"
02833__00088.jpg,"[array([[1.4662616 , 0.6917929 , 0.33971116, 0.        ]], dtype=float32)]","[array([[ 0.48887002, -2.9987872 ]], dtype=float32)]"
02833__00498.jpg,"[array([[1.2111881 , 1.6334128 , 0.84907925, 1.2122496 ]], dtype=float32)]","[array([[ 0.9628885, -2.2427163]], dtype=float32)]"
02833__00605.jpg,"[array([[0.3138346 , 3.0254712 , 0.6557124 , 0.71033496]], dtype=float32)]","[array([[-1.922312, -8.276196]], dtype=float32)]"
02833__00824.jpg,"[array([[0.74258757, 2.6994808 , 0.6747036 , 0.8435947 ]], dtype=float32)]","[array([[ 1.0376183, -7.7658415]], dtype=float32)]"
02833__00205.jpg,"[array([[0.5238594 , 0.84991664, 0.8965296 , 0.        ]], dtype=float32)]","[array([[-0.32147774, -4.886626  ]], dtype=float32)]"
02833__00441.jpg,"[array([[1.4232429, 1.0717947, 0.5472893, 0.       ]], dtype=float32)]","[array([[ 0.969375 , -3.6430247]], dtype=float32)]"
02833__00790.jpg,"[array([[1.0786074 , 0.27740616, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
02833__00675.jpg,"[array([[1.3039566 , 1.2135658 , 0.64775956, 0.        ]], dtype=float32)]","[array([[ 0.877316 , -3.8744707]], dtype=float32)]"
02833__00346.jpg,"[array([[0.45871174, 2.9824376 , 0.81480336, 0.71372586]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
02833__00719.jpg,"[array([[1.5264163, 2.3513   , 1.0497687, 1.1891632]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
02833__00377.jpg,"[array([[0.40774226, 2.0442114 , 0.55580384, 1.0090872 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
02833__00080.jpg,"[array([[0.59414715, 2.4734774 , 0.87697494, 0.8608292 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
02833__00618.jpg,"[array([[1.0225302, 0.9611316, 0.519614 , 0.       ]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
02833__00460.jpg,"[array([[0.993522 , 1.3586287, 0.4408858, 0.       ]], dtype=float32)]","[array([[ 1.3259481, -6.09043  ]], dtype=float32)]"
